id	NY AGI of All Returns	Taxable Income of All Returns
20747	95131.31	69855.85
20748	133357.81	101491.81
20749	192025.45	152058.39
20750	336101.72	281070.72
20751	40097.72	35439.68
20752	69146.08	63432.68
20753	159258.41	152810.34
20754	1410199.50	1073217.50
20755	-5387.88	273.07
20756	15086.55	2382.35
20757	51178.46	17328.63
20758	69002.30	37415.70
20759	74996.26	48904.77
20760	75654.99	53970.46
20761	73691.46	54953.79
20762	102045.54	78987.97
20763	153969.61	124669.98
20764	261429.44	224550.84
20765	27293.56	24786.14
20766	41046.03	38123.26
20767	45769.23	44500.53
20768	985775.50	750847.50
20769	-10115.49	509.87
20770	23010.81	3571.16
20771	77775.95	29136.31
20772	114307.65	66345.00
20773	142839.48	97975.96
20774	134511.50	98381.86
20775	121456.47	91437.86
20776	163163.98	127000.96
20777	249546.27	200908.53
20778	566670.38	482589.78
20779	118513.63	104959.01
20780	236774.12	218638.17
20781	197251.91	187481.30
20782	2135706.75	1708935.75
20783	-55385.85	906.34
20784	54530.36	7850.60
20785	171285.77	59136.97
20786	232946.02	127413.66
20787	249004.45	162896.08
20788	252489.70	180063.64
20789	249456.77	185184.97
20790	358117.50	274455.12
20791	565026.88	447974.50
20792	1121793.75	939020.81
20793	161227.17	142813.42
20794	264171.47	242821.36
20795	326754.31	318670.69
20796	3951418.25	3089208.25
20797	-61414.04	557.48
20798	22262.84	3551.49
20799	75045.38	26323.00
20800	103023.26	57462.75
20801	100377.64	66231.40
20802	96081.12	68400.11
20803	95228.30	70943.69
20804	137491.12	106298.33
20805	193831.02	155348.95
20806	353551.53	299003.66
20807	54701.29	48900.90
20808	110537.02	102070.89
20809	205644.34	201756.05
20810	1486360.88	1206848.75
20811	-9285.36	302.01
20812	17875.09	2342.85
20813	60915.25	20529.64
20814	91136.85	50783.26
20815	96479.34	63990.32
20816	89358.51	63811.98
20817	91668.18	68233.03
20818	123226.46	95694.19
20819	171704.05	138857.06
20820	230430.44	196001.06
20821	23629.24	20930.78
20822	30151.71	28088.13
20823	30425.13	29434.17
20824	1047714.88	778998.50
20825	-2674.17	632.76
20826	28253.59	4748.64
20827	95834.92	33288.42
20828	133708.03	74753.38
20829	147723.73	98138.85
20830	151323.39	108238.94
20831	139156.55	103812.84
20832	202193.00	155283.59
20833	296125.59	239028.94
20834	455260.91	388253.88
20835	47776.45	42594.76
20836	63036.25	58886.16
20837	59891.75	58986.01
20838	1817610.00	1366647.12
20839	-823526.94	5795.83
20840	245263.50	42696.88
20841	773372.38	257562.52
20842	994827.69	519698.22
20843	1199797.50	758942.50
20844	1262530.75	877493.25
20845	1309129.38	956967.75
20846	1855185.50	1404088.38
20847	2963981.75	2303166.00
20849	2883529.50	2466853.75
20853	-2341.46	270.31
20854	10967.96	1877.12
20855	38110.84	13035.43
20856	52765.48	30178.35
20857	63454.50	42021.57
20858	66420.18	47804.23
20859	59897.00	44588.86
20860	88085.59	68045.67
20861	122285.30	98903.69
20862	152668.73	130973.96
20863	12741.42	11615.96
20864	27285.68	25579.23
20865	24990.73	24249.37
20866	717331.94	539143.75
20867	-3253.39	120.53
20868	7590.46	1119.99
20869	26885.66	8807.60
20870	34710.74	18459.03
20871	36832.78	23340.99
20872	37674.52	26161.31
20873	33709.21	24465.79
20874	43780.48	33183.19
20875	58750.06	46929.25
20876	74769.51	63087.53
20877	9183.46	8025.00
20878	16012.89	14702.89
20879	19920.49	19581.65
20880	396566.88	287984.75
20882	177.46	10.42
20883	521.09	135.12
20884	545.75	237.95
20885	798.07	478.72
20886	1070.68	758.11
20887	810.03	571.35
20888	1021.61	797.88
20889	2525.71	2014.82
20890	6874.82	5911.10
20892	3563.79	3362.36
20893	24491.55	20440.91
20894	-107273.06	48.91
20895	4608.17	434.79
20896	16365.56	4877.85
20897	18389.37	9258.90
20898	19239.56	11945.61
20899	15309.40	10282.51
20900	16293.68	11910.98
20901	19698.08	15079.09
20902	30106.02	23667.29
20903	74542.54	64083.34
20904	28013.38	24701.64
20905	79217.98	73167.78
20906	872846.12	858464.62
20907	1087356.75	1107923.25
20908	-10032110.00	94851.82
20909	5997159.50	798040.06
20922	-11201.07	9.79
20923	537.50	96.46
20924	1845.76	548.67
20925	2088.13	926.55
20926	3460.55	1612.09
20927	3300.81	1649.73
20928	4150.03	2471.40
20929	6394.18	4019.61
20930	9152.93	5953.16
20931	29536.64	20164.67
20932	10064.02	6526.56
20933	34199.64	23699.73
20934	594162.06	458105.69
20935	687691.19	525784.06
20936	-359.11	0.00
20937	210.68	52.11
20938	734.52	260.06
20939	1217.34	563.36
20940	896.08	362.83
20941	916.75	467.98
20942	826.27	463.07
20943	1070.87	492.51
20944	1348.47	759.52
20945	6951.38	3338.43
20948	44739.51	39120.06
20949	66703.75	51450.12
20950	-126883.21	35.05
20951	1261.87	307.87
20952	4334.26	1276.38
20953	6161.89	2518.04
20954	7163.37	3155.66
20955	8551.99	4385.98
20956	9382.16	5455.10
20957	15479.69	8766.89
20958	29045.50	17421.42
20959	96883.70	65868.86
20960	41200.46	29489.55
20961	153884.19	120163.75
20962	1774419.62	1512663.12
20963	2020885.50	1771507.62
20964	-16202.74	8.84
20965	245.25	51.15
20966	925.82	309.65
20967	1162.20	512.60
20968	1252.79	703.42
20969	1533.32	855.40
20970	1789.93	957.35
20971	2945.13	2036.42
20972	4730.40	3194.97
20973	16740.58	12222.00
20974	4700.99	2769.40
20975	17715.14	11124.36
20976	1353388.38	1237313.38
20977	1390927.12	1272058.88
20978	-1968851.75	330.51
20979	10607.59	2448.08
20980	34703.25	13790.81
20981	49370.59	23703.62
20982	56562.01	31432.70
20983	66064.71	39278.11
20984	68771.40	42234.52
20985	117211.82	73473.76
20986	209267.81	136371.62
20987	898563.69	604962.56
20988	449485.16	317474.59
20989	1867103.38	1365716.62
20992	-247083.67	31.45
20993	1658.39	430.90
20994	5556.71	2143.36
20995	8109.10	3621.45
20996	7947.08	3858.57
20997	9471.88	4922.97
20998	9480.09	5381.87
20999	16346.13	10031.94
21000	27126.25	16794.71
21001	125052.52	87747.27
21002	57195.39	43392.89
21003	217183.00	170756.19
21004	2555956.25	1874311.38
21005	2793999.25	2223425.00
21006	-639783.50	709.56
21007	19016.09	5676.09
21008	65659.24	27325.12
21009	99270.72	52958.93
21010	143068.02	87388.73
21011	190548.73	113320.35
21012	213339.02	146258.84
21013	346043.16	251618.69
21014	641428.31	486836.47
21015	2806958.75	2253099.50
21016	1238573.12	1044865.44
21020	-31847.60	36.01
21021	777.94	228.75
21022	2201.83	723.91
21023	3425.20	1668.46
21024	3887.46	2061.83
21025	5455.83	2933.90
21026	6287.87	3901.38
21027	10957.32	7732.77
21028	20395.41	14683.69
21029	54002.54	40115.53
21030	20276.89	16718.85
21031	51298.90	40457.53
21032	324310.84	250998.16
21033	471430.44	382260.78
21034	-138784.84	17.88
21035	520.14	121.69
21036	1755.38	792.64
21037	2992.87	1729.49
21038	4343.54	2819.64
21039	4139.66	2665.46
21040	6080.37	3921.19
21041	8913.56	6369.91
21042	19270.53	13143.34
21043	76264.95	54385.73
21044	36168.27	26653.14
21045	186726.14	151351.31
21046	2165461.75	1984265.12
21047	2373852.50	2248236.50
21048	-1670257.00	226.76
21049	15813.75	2040.15
21050	56642.66	15156.30
21051	77001.02	31214.71
21052	86216.90	40942.30
21053	89274.24	45972.20
21054	100928.33	56327.40
21055	151398.17	90310.79
21056	252885.58	157956.59
21057	860996.12	581479.12
21058	353169.88	250829.69
21059	1364353.00	1016730.75
21062	-95713.34	79.94
21063	3556.51	661.51
21064	12563.41	3730.49
21065	15738.19	6566.11
21066	17139.60	8355.54
21067	18860.93	10152.98
21068	20334.29	12283.26
21069	32882.44	20162.56
21070	57538.29	38398.81
21071	215561.78	160235.20
21072	102687.80	80266.59
21073	410263.66	335294.22
21074	3052181.75	2651408.00
21075	3863595.50	3327595.00
21076	-5506.33	14.04
21077	637.64	135.23
21078	1441.31	455.20
21079	2818.48	1010.90
21080	3101.78	1281.45
21081	2559.06	791.67
21082	3068.00	1299.82
21083	3356.61	1323.40
21084	4678.33	2085.49
21085	15240.36	9794.01
21086	6327.17	3366.89
21087	21172.53	12551.42
21088	193471.59	92674.12
21089	252366.55	126783.63
21090	-3772.10	2.27
21091	259.96	57.30
21092	866.36	328.01
21093	985.41	410.99
21094	1011.72	465.28
21095	1021.93	594.52
21096	1272.21	709.02
21097	2229.39	1164.64
21098	3937.16	2639.03
21099	11818.02	8179.54
21100	3342.82	2211.93
21101	15853.29	12891.13
21102	291714.34	269571.84
21103	330540.53	299225.53
21104	-534520.31	129.65
21105	3640.57	1035.06
21106	8220.45	3989.58
21107	10877.69	6213.43
21108	12987.40	7959.53
21109	15037.99	9597.87
21110	19695.13	13855.41
21111	33540.14	24465.20
21112	63203.82	46894.69
21113	301633.25	231664.56
21114	163302.09	122985.13
21115	821862.81	678967.19
21118	-220341.38	55.38
21119	868.02	298.29
21120	2432.89	1117.00
21121	3453.50	1876.52
21122	3693.05	2174.51
21123	3432.86	2207.74
21124	3663.97	2363.62
21125	7158.68	4666.82
21126	12917.50	8809.20
21127	47764.55	35236.77
21128	18654.23	13118.58
21129	77656.98	62814.87
21130	1334740.88	1083239.25
21131	1296095.75	1217978.50
21132	-11675.69	16.44
21133	390.14	131.24
21134	1003.60	360.86
21135	1486.93	774.99
21136	1633.40	956.05
21137	1522.40	935.38
21138	1752.88	1170.63
21139	3251.85	1633.98
21140	5006.84	3053.05
21141	19390.73	13075.97
21142	9562.73	6352.89
21143	33584.08	24715.76
21144	291363.19	251762.56
21145	358273.09	304939.81
21146	-58532.75	16.92
21147	558.93	99.31
21148	1847.92	540.82
21149	2481.64	863.57
21150	2695.87	1187.18
21151	3479.62	1560.30
21152	3381.90	2008.48
21153	3266.02	2027.41
21154	5374.31	3455.63
21155	27702.53	20088.47
21156	13308.58	8775.72
21157	65319.70	51372.93
21158	1050680.00	838193.31
21159	1121564.25	930190.06
21160	-110149.16	11.75
21161	672.44	151.03
21162	2218.55	729.52
21163	2403.11	1063.33
21164	3304.44	1697.94
21165	3461.25	2051.42
21166	2770.12	1532.57
21167	4777.63	3108.76
21168	8991.29	6284.11
21169	27631.25	18487.83
21170	11419.65	7967.86
21171	48497.59	36461.56
21172	604290.94	478574.00
21173	610289.06	558121.69
21174	-320306.56	14.03
21175	605.25	108.06
21176	2068.41	724.42
21177	3276.32	1519.08
21178	3400.21	1740.31
21179	4354.63	2491.51
21180	3620.64	2176.76
21181	8141.95	5472.34
21182	12383.15	8502.62
21183	41497.99	29510.44
21184	14906.30	11524.82
21185	41952.27	30486.00
21186	869796.81	583506.50
21187	685697.38	677776.94
21188	-12036.74	47.30
21189	1192.29	418.08
21190	2903.43	1386.70
21191	3487.90	1849.73
21192	4614.52	2710.10
21193	5123.61	3279.36
21194	6691.06	4504.51
21195	11121.42	7695.82
21196	18145.71	12843.36
21197	54695.71	41262.32
21198	21889.30	17086.38
21199	58261.25	46551.86
21200	335173.12	294670.59
21201	511262.59	434306.09
21202	-147722.23	143.87
21203	4020.96	1127.64
21204	10853.85	4030.57
21205	14157.42	6912.81
21206	14734.92	8035.74
21207	17766.31	9868.44
21208	17909.26	9954.87
21209	28342.03	17183.54
21210	51665.78	32112.11
21211	240500.23	164991.05
21212	117264.07	85597.82
21213	531730.25	418020.38
21216	-346031.47	429.64
21217	9223.78	3385.58
21218	25024.73	12142.36
21219	31211.68	16961.48
21220	38598.52	22581.52
21221	36671.35	23382.88
21222	40292.76	27706.14
21223	70460.08	48113.83
21224	140712.30	101427.45
21225	543254.56	404605.62
21226	257399.16	202950.56
21227	1075804.62	865920.25
21230	-253424.30	93.97
21231	2300.57	736.88
21232	5899.26	2762.61
21233	6382.37	3450.66
21234	7182.06	4252.24
21235	7523.01	4752.63
21236	9180.81	6342.71
21237	15444.85	10163.66
21238	29105.97	19650.64
21239	114230.57	85487.40
21240	43474.58	31996.06
21241	182331.12	142409.77
21244	-126326.29	38.59
21245	1133.87	376.12
21246	3382.36	1649.22
21247	2915.46	1481.95
21248	4015.85	2576.10
21249	4626.11	2949.34
21250	5280.14	3400.51
21251	9110.47	6241.07
21252	15527.86	10739.93
21253	72518.51	53449.22
21254	32497.62	25109.26
21255	175769.17	141794.91
21256	2610085.75	2079173.50
21257	2810537.00	2328979.75
21258	-17053.72	5.23
21259	275.63	33.83
21260	839.87	241.01
21261	1619.80	645.26
21262	1416.22	608.49
21263	1836.78	1099.62
21264	1883.49	1166.14
21265	3201.14	1877.18
21266	5959.29	3911.70
21267	14212.71	9433.79
21268	5443.89	3968.14
21269	12964.77	10765.83
21270	244719.28	104555.51
21271	277319.16	138311.73
21272	-29683.53	35.19
21273	1025.41	260.62
21274	2791.47	1143.68
21275	3889.32	1907.58
21276	4654.00	2395.31
21277	5335.35	3045.25
21278	4999.69	3338.84
21279	9365.58	6255.07
21280	16426.95	11560.63
21281	56224.73	41742.79
21282	27424.94	19639.50
21283	109720.19	89610.63
21284	2448636.75	2162694.50
21285	2660810.75	2343629.75
21286	-15889.30	1.34
21287	228.66	51.54
21288	842.22	334.26
21289	988.98	355.72
21290	880.68	488.95
21291	890.32	463.83
21292	1140.89	608.51
21293	1760.70	906.28
21294	3151.64	2023.20
21295	12321.39	9399.05
21296	4401.28	2806.92
21297	13192.06	8862.21
21298	403595.03	351930.50
21299	427504.53	378232.28
21300	-24703.60	3.54
21301	246.78	84.15
21302	741.07	290.29
21303	837.00	394.00
21304	953.05	563.90
21305	1260.34	710.22
21306	1187.15	789.67
21307	2238.97	1587.89
21308	3693.10	2440.03
21309	9888.34	6986.21
21310	3288.63	2691.91
21311	23057.17	18475.77
21312	405393.16	314829.56
21313	428081.16	349847.16
21314	-188785.83	6.43
21315	673.03	101.53
21316	2600.59	728.02
21317	3697.72	1693.14
21318	4084.34	1929.46
21319	4650.87	2416.81
21320	6372.51	4108.62
21321	8234.97	5393.12
21322	13421.02	9272.48
21323	48219.38	33546.71
21324	13420.27	7728.98
21325	56583.51	41675.06
21326	1369403.75	967636.12
21327	1342576.12	1076236.50
21328	-231658.84	102.89
21329	1782.58	687.91
21330	3934.18	1999.77
21331	4910.57	2799.66
21332	6068.47	3681.22
21333	6446.14	4148.16
21334	7550.05	4975.56
21335	11122.91	7328.32
21336	22181.76	15244.40
21337	89158.17	63973.97
21338	30733.76	21940.33
21339	108088.58	81100.08
21340	1050829.50	934106.06
21341	1111147.88	1142088.38
21342	-1273840.00	2216.76
21343	79102.41	19399.65
21344	316128.44	123179.82
21345	531798.62	284498.38
21346	805854.00	515185.62
21347	1097164.25	766968.06
21348	1293000.88	950586.19
21349	2220357.50	1679800.75
21356	-10073.89	22.20
21357	311.39	82.98
21358	1232.99	413.88
21359	1892.19	659.55
21360	1965.27	1002.96
21361	2787.84	1490.22
21362	1645.65	910.58
21363	3488.94	2005.08
21364	7884.98	5098.48
21365	19946.86	14351.17
21366	5203.47	4063.99
21367	31487.13	21678.64
21368	205217.73	143182.45
21369	272990.56	194962.20
21370	-109345.14	78.39
21371	4970.86	764.38
21372	16735.44	4797.77
21373	23495.17	9309.47
21374	26744.65	12881.94
21375	27830.12	14391.97
21376	26249.87	14291.65
21377	40853.13	25077.25
21378	70398.22	46199.45
21379	250430.48	185341.72
21380	90034.52	71310.54
21381	355005.91	289542.75
21382	2694090.00	2274646.00
21383	3517493.25	2948633.25
21384	-370.15	1.77
21386	242.85	84.76
21387	806.75	292.40
21389	691.78	229.37
21390	516.28	352.70
21391	671.74	255.70
21392	736.94	328.19
21394	2992.34	1919.99
21396	6349.52	4278.27
21397	103717.73	99313.08
21398	117610.73	107608.13
21399	-189005.75	96.93
21400	2784.09	947.63
21401	7769.46	3628.10
21402	9521.59	5203.95
21403	10935.63	6270.07
21404	11979.33	7356.52
21405	14026.23	8840.22
21406	24033.68	15261.70
21407	42659.57	28267.98
21408	164217.12	118028.47
21409	70434.12	54530.65
21410	292052.50	229685.20
21411	3233286.75	2589921.50
21412	3694694.25	3068039.00
21413	-12405.74	5.77
21414	404.86	81.67
21415	1576.94	494.40
21416	1819.65	712.40
21417	2357.96	953.79
21418	2279.88	1147.08
21419	2258.56	1254.52
21420	3455.15	1921.32
21421	6808.97	4117.33
21422	20819.34	13238.12
21423	5959.15	4384.78
21424	33055.03	22664.17
21425	1383700.12	671312.75
21426	1452089.75	722288.12
21427	-13039.88	24.46
21428	925.64	272.15
21429	2125.73	863.08
21430	2816.56	1383.24
21431	3441.02	1922.77
21432	3347.33	2048.48
21433	4691.82	2894.67
21434	5950.72	3579.31
21435	12573.21	8589.68
21436	45683.85	31741.32
21437	23607.64	16835.13
21438	75711.30	58887.19
21439	774990.56	608011.94
21440	942825.50	737053.38
21441	-422576.94	701.77
21442	21420.27	5383.21
21443	73861.48	28063.99
21444	109201.89	56579.16
21445	146536.62	89756.02
21446	192704.88	129457.78
21447	210949.59	148037.80
21448	360475.66	264193.19
21449	625616.31	476964.88
21450	1531575.38	1224394.50
21451	421020.16	340354.12
21452	1236008.25	1019796.94
21455	-42021.35	61.11
21456	1556.55	522.64
21457	5265.88	1864.98
21458	5299.73	2324.48
21459	6662.23	2824.62
21460	5031.23	3034.48
21461	5291.44	3490.60
21462	10344.80	6584.21
21463	15529.48	11361.69
21464	65140.40	47914.54
21465	22287.55	16762.49
21466	79468.08	63392.32
21467	817402.19	614946.94
21468	997258.19	775085.06
21469	-32131.49	34.20
21470	2296.90	387.91
21471	7446.22	2157.22
21472	10673.76	4270.05
21473	10771.48	4969.43
21474	11389.00	6019.59
21475	12162.57	6675.04
21476	18223.94	10428.78
21477	33621.25	21003.35
21478	100526.27	70009.06
21479	33958.24	24701.85
21480	128553.87	95716.27
21481	1181299.62	709262.62
21482	1518791.62	955635.38
21483	-6230.38	2.52
21484	118.70	18.42
21485	314.59	108.70
21486	479.53	221.13
21487	583.19	353.98
21489	602.74	384.58
21490	1088.06	783.34
21491	1282.58	896.73
21492	5135.52	2878.98
21494	10465.71	6739.14
21495	140918.34	118480.72
21496	157081.97	131681.94
21497	-56799.87	27.99
21498	1159.37	163.18
21499	3983.37	1385.54
21500	5240.51	2247.68
21501	6426.45	3494.16
21502	6482.35	3726.82
21503	6863.02	4479.51
21504	12575.17	7991.90
21505	18190.28	12057.29
21506	64475.80	47607.32
21507	30245.34	22134.09
21508	102862.14	78614.17
21509	2392860.75	1502296.25
21510	2594564.75	1686225.88
21511	-340252.91	124.98
21512	3975.61	864.32
21513	14102.80	5436.08
21514	18453.90	9052.90
21515	21065.26	11168.70
21516	23980.22	13499.75
21517	24585.34	14487.87
21518	41680.67	26808.86
21519	71668.95	47348.72
21520	304103.47	218466.95
21521	135197.11	105184.12
21522	593235.12	478019.25
21525	-82881.37	6.38
21526	424.96	103.91
21527	1540.25	659.83
21528	2364.41	1129.45
21529	2041.20	961.43
21530	1787.70	929.96
21531	1911.48	1206.95
21532	4553.32	2466.39
21533	6795.65	4098.27
21534	29580.59	19185.69
21535	14643.80	9924.69
21536	53637.40	41039.47
21537	887364.75	681274.12
21538	923764.19	762986.56
21539	-28775.36	73.96
21540	2529.49	794.89
21541	7727.99	3268.12
21542	10892.55	5687.58
21543	15043.27	9017.36
21544	18035.69	11738.74
21545	17901.73	11998.85
21546	25435.52	17876.96
21547	46060.04	34220.03
21548	123786.29	93884.64
21549	39216.41	30937.78
21550	99052.89	81300.87
21551	423929.72	341456.03
21552	800836.25	642255.81
21553	-108817.92	117.31
21554	4555.20	1059.04
21555	13505.91	4610.56
21556	19171.54	8264.21
21557	20743.08	10311.28
21558	22829.55	12329.98
21559	23546.47	13703.42
21560	43381.29	26442.10
21561	73125.84	47082.50
21562	298312.19	206078.14
21563	136585.45	102010.49
21564	622806.69	515264.25
21567	-106825.22	29.40
21568	1403.23	359.74
21569	4355.31	1532.22
21570	7125.38	3257.55
21571	7547.63	3811.12
21572	7622.76	4200.95
21573	8237.00	4950.98
21574	11641.93	6626.41
21575	19347.88	11682.09
21576	90138.46	60079.28
21577	39588.16	28465.72
21578	153433.27	114034.64
21581	-125954.58	37.51
21582	961.93	254.78
21583	2914.52	1401.87
21584	3246.37	1768.82
21585	3043.23	2045.26
21586	3299.36	2066.90
21587	5187.06	3591.29
21588	10445.87	8078.44
21589	21508.87	16657.15
21590	61228.78	48106.50
21591	23400.38	18164.56
21592	76680.47	56438.66
21593	1475364.38	1281412.62
21594	1561326.62	1440024.38
21595	-22575.44	0.04
21596	93.18	32.23
21597	257.06	59.81
21598	444.60	180.40
21599	594.66	277.42
21600	821.78	378.93
21601	655.85	263.85
21603	1205.00	775.99
21604	3747.60	2804.71
21606	11132.49	8319.27
21607	1553431.38	1006499.81
21608	1552046.00	1021033.62
21609	-2691.29	0.15
21610	2451.79	534.72
21611	7914.32	2761.65
21612	5810.23	1541.05
21613	4597.41	1046.91
21614	3742.74	893.64
21615	6055.63	1755.03
21616	6684.31	1676.07
21617	12559.35	4489.68
21618	2651.69	1233.79
21621	56402.26	20157.01
21622	-14270.45	8.58
21623	1483.21	104.38
21624	5977.60	2513.01
21625	7658.04	4692.42
21626	9576.85	6761.58
21627	9925.34	7421.92
21628	12169.08	9675.38
21629	18088.42	14726.34
21630	26342.69	20793.26
21631	59294.79	50238.93
21632	19940.00	17366.73
21633	71383.55	63056.76
21634	466091.50	439271.56
21635	693660.62	636630.81
21637	1245.26	73.57
21638	4057.72	1760.29
21639	3656.03	2206.95
21640	3344.33	2098.91
21641	2860.87	1980.26
21642	2185.68	1430.40
21643	3693.58	2626.34
21644	6379.52	4072.84
21645	22003.85	15777.66
21646	10357.81	6388.93
21647	63444.96	48393.38
21648	784445.69	710595.06
21649	893147.75	797405.31
21650	-5994.50	4.78
21651	415.87	21.84
21652	838.36	261.83
21653	1465.62	706.03
21654	1354.92	824.68
21655	1574.90	950.93
21656	1651.74	1052.23
21657	1660.90	967.08
21658	3482.43	2695.58
21659	13856.54	11094.87
21660	8079.91	6159.15
21661	34152.12	29430.57
21662	223687.08	205422.48
21663	286225.88	259592.05
21664	-22232.56	4.30
21665	1651.81	103.90
21666	2779.01	1114.78
21667	2600.14	1554.83
21668	1835.65	1384.92
21669	2212.03	1576.70
21670	1651.49	1233.48
21671	2906.77	2013.38
21672	5097.36	4427.70
21673	13189.83	10824.25
21674	4838.22	4364.08
21675	31510.17	29175.17
21676	173332.64	154182.16
21677	221372.55	211959.66
21678	-6135.70	0.00
21679	1058.11	85.26
21680	3086.38	1343.00
21681	3477.07	2264.62
21682	3205.45	2349.63
21683	1802.65	1262.17
21684	2362.50	1868.33
21685	2423.57	1887.89
