id	NY AGI of All Returns	Taxable Income of All Returns
3086	42635.00	32820.00
3088	121666.00	40613.00
3089	13781.00	1844.00
3090	8330.00	1317.00
3091	17036.00	15254.00
3092	1857282.00	987327.00
3093	144656.00	81464.00
3094	63987.00	47024.00
3095	28363.00	8888.00
3096	503624.00	355345.00
3097	36011.00	27937.00
3098	988.00	89.00
3099	75510.00	63746.00
3100	202350.00	162362.00
3101	349258.00	195827.00
3102	179710.00	133501.00
3103	328.00	127.00
3104	13836.00	5793.00
3105	1109752.00	828196.00
3106	183217.00	171149.00
3107	39926.00	19361.00
3108	89106.00	64771.00
3109	2220.84	974.15
3111	8739.00	596.00
3112	22372.00	1450.00
3113	61215.00	59651.00
3114	15080.00	13717.00
3116	4203.00	2367.00
3117	160349.00	113972.00
3118	12513.00	4759.00
3120	50064.00	43418.00
3121	521767.00	522372.00
3125	64497.00	42999.00
3126	6409.00	2603.00
3127	87724.00	82366.00
3128	73505.00	25706.00
3129	102614.00	33513.00
3130	500687.00	400452.00
3131	2341126.00	660426.00
3132	250377.00	201224.00
3133	666253.00	483758.00
3135	2012.00	838.00
3136	-8329.34	244.67
3137	7641.00	3192.00
3138	3090585.00	2787755.00
3139	69857.95	38903.93
3140	96501.00	68417.00
3141	329370.00	307165.00
3142	81682.17	28958.69
3143	35771.00	26269.00
3144	16437.00	11044.00
3145	352152.00	277610.00
3146	35633.00	24695.00
3147	15847.00	14122.00
3148	146479.00	112430.00
3149	23883.00	22814.00
3150	101310.00	79890.00
3151	-12260116.00	97306.32
3152	105705.00	84963.00
3153	114311.00	86392.00
3154	-735126.44	10556.87
3156	166076.00	142144.00
3157	-8749.23	5.68
3158	16718.00	11234.00
3159	3689838.00	3453605.00
3160	169809.00	124507.00
3161	1581.00	1028.00
3162	397569.00	232281.00
3163	274.00	35.00
3164	161970.00	150251.00
3165	3796.00	1883.00
3166	43086.00	35138.00
3167	18403.00	15637.00
3168	63336.00	43330.00
3169	732079.62	349237.78
3170	82640.22	39931.75
3171	259374.00	89580.00
3172	10070.00	628.00
3175	216051.00	202488.00
3176	715119.69	660253.38
3177	4408.00	595.00
3178	3173.00	1762.00
3179	92075.00	30008.00
3180	13258.00	727.00
3181	75138.00	55190.00
3182	119087.00	86012.00
3183	986736.00	882648.00
3184	79720.00	60944.00
3185	1478150.00	1239479.00
3186	636937.00	473279.00
3188	334121.00	305456.00
3190	111003.00	37340.00
3191	-107808.18	5551.51
3192	60600.00	50988.00
3193	49156.00	35662.00
3194	1323.00	512.00
3195	61647.00	21234.00
3196	23922.00	18755.00
3197	51737.00	34390.00
3198	2827179.00	2399089.00
3199	1244930.00	920811.00
3200	13114.00	11643.00
3201	498.00	119.00
3202	79075.00	43833.00
3203	489.00	93.00
3204	21469.00	17518.00
3205	229579.00	196431.00
3206	132142.00	108846.00
3207	681987.00	660912.00
3208	1674.00	398.00
3209	17583.00	14612.00
3210	16977.79	12427.77
3211	2193.00	1108.00
3212	11461.00	8758.00
3213	63336.00	9012.00
3214	3155129.00	2453014.00
3215	1618.41	1007.87
3216	3492.00	1930.00
3217	59218.00	20798.00
3218	332.00	41.00
3219	1693681.00	481190.00
3220	58746.00	53385.00
3221	344.00	42.00
3222	88958.00	62180.00
3223	76891.00	56797.00
3224	93824.00	79319.00
3225	5737.00	4529.00
3226	409237.00	283957.00
3227	92756.00	60883.00
3228	2801721.00	2216903.00
3229	67722.00	23402.00
3230	17391.00	2102.00
3231	866228.00	572933.00
3232	38259.00	20401.00
3233	110022.00	85758.00
3234	160599.00	103496.00
3235	143201.00	93346.00
3236	2230221.50	1793758.75
3237	288501.00	248277.00
3238	5740.74	2489.36
3239	5719.00	4406.00
3240	57561.91	56218.35
3241	41058.00	33283.00
3242	75565.00	50558.00
3243	27752.00	22850.00
3244	44756.00	30563.00
3245	13961.90	8707.78
3246	235902.00	139795.00
3247	7201.00	337.00
3248	79006.00	58152.00
3249	2612.00	549.00
3250	346736.00	109950.00
3251	4530.00	3241.00
3252	827.00	281.00
3253	73055.00	44969.00
3255	51081.00	47431.00
3256	14791.00	2148.00
3257	14115.00	9003.00
3258	89535.00	50454.00
3260	16837.00	4058.00
3261	73090.00	51966.00
3262	45755.00	33116.00
3263	129587.00	95404.00
3265	73385.00	67792.00
3267	-2092964.25	10123.79
3268	29466.00	17351.00
3269	1866.00	1140.00
3270	253500.00	178817.00
3271	42023.00	5874.00
3272	1836.00	1102.00
3273	2019170.00	1381454.00
3274	934924.00	852475.00
3275	12258.00	2219.00
3276	110577.00	7073.00
3277	13818.00	791.00
3278	1082901.00	1066315.00
3279	1616077.00	1232812.00
3280	1376975.00	905652.00
3281	113561.00	81089.00
3282	41354.00	14432.00
3283	56076.00	18052.00
3284	63539.00	34821.00
3285	660602.00	479349.00
3286	97946.00	64222.00
3287	21929.00	13213.00
3288	123362.46	105492.04
3289	326224.00	182245.00
3290	335827.00	325535.00
3291	14006.00	10674.00
3292	56779.00	36854.00
3293	50264.00	15614.00
3294	689351.00	540562.00
3295	227590.00	160649.00
3296	206886.00	158720.00
3297	75766.00	55364.00
3298	3851.00	706.00
3299	976590.94	735462.44
3300	3905.00	2597.00
3301	120950.00	101883.00
3302	115466.00	75403.00
3304	613719.12	466487.25
3305	63603.17	49212.06
3306	-31415.96	26.48
3307	63526.00	37590.00
3308	129459.00	69124.00
3309	3262.00	2234.00
3310	37436.00	30226.00
3311	98577.00	69505.00
3312	7180.00	4300.00
3313	3018625.00	2733326.00
3314	427961.00	349269.00
3315	1020915.00	814168.00
3316	86965.00	63510.00
3317	1201649.00	962017.00
3318	12102.39	10068.59
3321	305698.00	215867.00
3322	414937.00	296661.00
3323	1493756.00	1132274.00
3324	9107.00	3401.00
3325	3333.00	1817.00
3326	69453.80	52404.16
3327	131604.00	106649.00
3328	60598.00	20625.00
3329	123396.00	89980.00
3331	189596.00	152810.00
3332	270572.00	106433.00
3334	14600.00	2084.00
3335	93027.00	60268.00
3336	51942.00	48279.00
3337	1124804.00	365302.00
3339	934938.00	662941.00
3340	1330107.00	904490.00
3341	87554.00	67564.00
3342	3824757.00	2470758.00
3343	4650.00	2627.00
3345	2388.00	1115.00
3346	4823.00	3368.00
3347	90305.19	70505.42
3348	1771723.00	1347764.00
3349	159214.00	55155.00
3350	481564.00	389678.00
3351	108590.00	61047.00
3352	89730.00	69348.00
3353	1669737.00	534040.00
3354	259487.00	231624.00
3355	10617.00	5687.00
3356	211272.66	180057.62
3357	392688.00	303168.00
3358	42827.00	29157.00
3359	3334.00	2361.00
3360	613.00	445.00
3361	30073.00	19878.00
3362	16005.00	4633.00
3363	13075.00	1884.00
3364	92221.10	51763.58
3365	49494.00	34313.00
3366	43799.00	15603.00
3367	24416.00	4192.00
3368	33250.00	27844.00
3369	20038.00	2848.00
3370	8427.00	6768.00
3371	27179.00	4436.00
3372	2703484.00	2165640.00
3373	2260122.00	2173059.00
3374	113402.00	69712.00
3375	509541.00	364140.00
3376	41724.00	33520.00
3377	68115.00	4389.00
3378	8221.00	5042.00
3379	169415.00	123131.00
3380	942399.00	701042.00
3381	116263.00	92935.00
3382	90031.00	49633.00
3383	705483.81	533662.19
3384	68547.00	36901.00
3385	33718.00	27257.00
3386	95175.00	67048.00
3387	119752.00	99292.00
3388	4222.03	2398.47
3389	389158.00	259340.00
3390	243351.00	185979.00
3391	2605.00	1938.00
3392	44025.00	34229.00
3393	24002.72	21792.67
3394	103162.00	77325.00
3395	29399.00	25376.00
3396	16330.00	11819.00
3398	154595.00	130228.00
3400	48829.00	45558.00
3401	202883.00	156149.00
3402	176.00	27.00
3403	13665.00	11021.00
3404	117334.00	99059.00
3405	-5319.42	320.85
3406	11369.00	3582.00
3407	13555.56	9940.42
3408	793492.00	652811.00
3409	161763.00	98104.00
3411	1808329.00	1083948.00
3412	307453.00	225497.00
3413	1456679.00	735424.00
3414	146243.52	83254.17
3415	14263.00	1611.00
3416	9168.00	544.00
3417	4156.92	1884.31
3419	2194122.50	1453247.75
3420	46402.00	15361.00
3421	208156.00	195044.00
3422	12606.00	8562.00
3423	3669.00	1426.00
3424	73168.00	67239.00
3425	71524.00	61296.00
3426	68525.00	50196.00
3428	88468.00	64997.00
3429	3374554.00	2692305.00
3430	309081.00	202235.00
3431	120446.00	112564.00
3432	5344.00	3272.00
3433	91915.00	49518.00
3434	346115.00	294677.00
3435	5251.00	3735.00
3436	1466895.00	1130092.00
3437	1117914.00	387581.00
3438	265659.25	216675.14
3439	1787.04	433.28
3440	18506.00	13667.00
3441	67172.00	48597.00
3442	391.54	91.05
3444	26061.01	17052.03
3447	1502.00	137.00
3448	56751.00	9251.00
3449	1941978.00	1617100.00
3450	357812.00	264895.00
3451	92437.00	73824.00
3452	696759.00	650229.00
3453	10791.00	7204.00
3454	7813.00	4819.00
3455	6013.00	274.00
3456	3268.00	1561.00
3457	499911.00	430135.00
3458	127059.40	92017.38
3459	172903.00	121808.00
3460	33956.00	31736.00
3461	168413.00	125116.00
3462	109447.51	68709.14
3463	65363.00	45867.00
3464	7221.00	5801.00
3466	104333.19	75449.69
3467	4117.00	2869.00
3468	118504.00	17019.00
3469	124196.00	41079.00
3470	30555.00	4402.00
3471	132050.00	101691.00
3472	73759.00	53729.00
3473	332478.00	218911.00
3474	48810.00	35676.00
3475	491734.00	349748.00
3476	368407.00	115931.00
3477	4583.44	2578.54
3478	10187.30	9263.06
3479	25479.00	23570.00
3480	630055.00	468660.00
3481	100412.00	70337.00
3482	55533.00	30782.00
3484	61044.00	40037.00
3485	93819.00	73683.00
3487	1199912.00	952773.00
3488	173906.00	130663.00
3489	1688504.00	1322824.00
3490	1300932.00	1081815.00
3491	13022.00	10211.00
3492	300568.00	151334.00
3493	9754.00	7505.00
3494	118372.00	70265.00
3495	966379.00	709917.00
3496	126079.00	108764.00
3497	2325.00	140.00
3498	2570507.00	2440979.00
3499	261870.00	74368.00
3500	1208395.00	947958.00
3501	4617.00	3129.00
3502	195303.00	156338.00
3503	236813.00	128564.00
3504	1068926.62	774228.88
3505	69202.00	45469.00
3506	16180.00	4791.00
3507	130522.00	83350.00
3508	5360.00	1597.00
3509	634421.00	489987.00
3510	181652.00	66573.00
3511	94281.00	85459.00
3513	580068.00	478490.00
3514	121808.00	103959.00
3516	3287.00	188.00
3517	6377.00	2825.00
3518	62954.00	34414.00
3519	54520.00	51177.00
3521	234261.00	84447.00
3523	1003.00	761.00
3524	107614.00	69139.00
3525	308532.00	151680.00
3526	77006.86	51295.74
3527	2454243.00	1935647.00
3528	5390.00	328.00
3529	722418.00	537454.00
3530	1525366.00	1309717.00
3531	87111.00	48406.00
3532	98291.00	68868.00
3533	627110.00	466629.00
3534	31160.00	21724.00
3535	94118.00	65684.00
3536	2532.00	1844.00
3537	105956.00	77283.00
3538	47105.00	37340.00
3540	337046.00	241297.00
3541	113365.00	106624.00
3542	63058.00	40708.00
3543	77531.00	53678.00
3544	37035.00	12749.00
3545	495.94	288.37
3546	19543.00	2371.00
3547	4016.00	517.00
3548	3291827.00	2362982.00
3550	14261.00	2984.00
3551	4724.13	2026.40
3552	67930.00	43757.00
3553	1997547.00	1579081.00
3554	18968.00	2673.00
3555	1527.00	951.00
3556	28233.00	3978.00
3557	34148.00	24467.00
3558	15877.00	2767.00
3559	211811.81	123589.54
3560	448871.00	283975.00
3561	26883.00	3241.00
3562	598235.00	504336.00
3563	92481.00	67705.00
3564	39709.00	29051.00
3565	36841.00	28179.00
3566	63184.00	47089.00
3567	1881103.00	1576619.00
3568	224992.00	169266.00
3569	84323.32	28629.57
3570	137406.00	103548.00
3571	50281.00	47690.00
3572	9686.00	5537.00
3573	85025.00	29538.00
3574	1996065.00	1083054.00
3575	127164.00	85721.00
3576	70788.00	42067.00
3577	13260.00	590.00
3578	1703941.00	1150068.00
3579	56910.04	42693.73
3580	135669.00	108813.00
3581	6201.00	361.00
3582	14051.00	2002.00
3583	8875.00	6480.00
3584	95387.00	69778.00
3585	79441.48	59602.46
3586	261304.00	224003.00
3587	324344.00	315110.00
3588	84671.00	32991.00
3589	466560.69	340021.31
3590	2566.00	1014.00
3591	7230.00	5473.00
3592	105183.00	75744.00
3593	390657.00	318086.00
3594	43049.00	39582.00
3595	315885.00	299504.00
3596	471.00	56.00
3598	124182.00	95281.00
3599	205727.00	67354.00
3601	2783007.75	2124806.00
3602	223790.73	181720.09
3604	707115.00	499611.00
3605	46819.00	34983.00
3606	54420.00	16911.00
3607	243795.00	134160.00
3608	1885.00	1181.00
3609	709246.00	578355.00
3610	25766.00	14169.00
3611	122603.00	93185.00
3612	20374.00	6624.00
3613	2648.00	1489.00
3616	142490.00	123973.00
3617	3168.00	2475.00
3618	40106.00	14221.00
3619	984636.00	758427.00
3620	16312.00	10308.00
3622	112385.00	60169.00
3623	155914.00	113650.00
3624	89855.00	35927.00
3625	10704.00	6017.00
3626	99745.00	56862.00
3627	110155.00	79050.00
3628	48582.00	36298.00
3629	2820.00	2106.00
3630	136027.00	128456.00
3631	140421.00	128983.00
3632	132719.00	101474.00
3633	128053.00	105692.00
3634	98122.00	17278.00
3635	7392.00	5319.00
3636	8619.00	5758.00
3637	1478.00	889.00
3638	253440.00	93043.00
3639	1049.00	402.00
3641	266200.00	194615.00
3642	24599.00	3697.00
3643	12861.00	4109.00
3644	188792.80	125950.83
3645	77444.00	49757.00
3646	66972.77	39570.26
3647	245721.00	177946.00
3648	95373.00	77083.00
3649	1181901.00	736350.00
3650	343.00	51.00
3651	21764.00	19454.00
3653	86234.00	63109.00
3654	78654.00	51061.00
3655	13376.00	1958.00
3658	228317.00	154240.00
3660	3787465.00	2520676.00
3661	6796.00	4177.00
3663	28643.00	20483.00
3664	67086.00	49695.00
3665	493256.00	347588.00
3666	179737.00	127286.00
3667	72509.00	46483.00
3668	261298.00	148561.00
3669	92145.00	53965.00
3670	117894.00	94428.00
3671	77734.00	57605.00
3672	1239601.00	938990.00
3673	22091.00	3228.00
3674	1661357.00	1161586.00
3675	86670.00	47041.00
3676	377280.00	318588.00
3677	67382.00	49107.00
3678	476919.03	253795.62
3680	152060.00	54909.00
3681	32415.00	23496.00
3682	132613.00	114836.00
3683	63307.00	44137.00
3684	128575.00	84820.00
3685	18221.00	16764.00
3686	3984.00	2048.00
3687	37183.00	25622.00
3688	247454.00	85726.00
3689	1646212.00	1059907.75
3690	956.00	312.00
3691	52025.00	44286.00
3692	44887.00	31473.00
3693	394772.00	276506.00
3694	64688.00	40939.00
3695	577025.00	507054.00
3696	32764.00	18963.00
3697	2793.96	1154.43
3698	2906.00	1717.00
3699	98174.00	83516.00
3700	2183675.00	1605632.00
3701	1071280.00	804776.00
3702	323630.00	273227.00
3703	262346.00	221505.00
3704	77336.00	64932.00
3706	2293.00	1445.00
3707	841.00	82.00
3708	99572.00	65690.00
3709	78736.00	55863.00
3710	1398427.00	1231629.00
3711	6838.00	4266.00
3712	1179657.62	902174.12
3713	12709.59	6575.94
3714	5471.33	3631.40
3715	860139.00	70754.00
3716	75405.00	13898.00
3717	6627.00	3903.00
3718	8265.00	6063.00
3719	31931.00	25977.00
3720	-237511.69	7140.47
3721	160.00	18.00
3722	336.00	33.00
3723	1650.60	994.16
3724	8827.00	5835.00
3725	131889.00	100708.00
3726	260462.00	196956.00
3727	153485.00	111605.00
3728	1232400.00	709599.00
3729	15585.00	4780.00
3730	1790136.00	1386216.00
3731	257415.00	175191.00
3732	99683.00	69081.00
3733	379359.00	272772.00
3734	43861.00	15535.00
3735	36814.00	5392.00
3736	8349.00	448.00
3737	34009.00	5740.00
3738	115256.00	76801.00
3739	3631316.50	3091394.00
3740	677948.00	498053.00
3741	3048024.00	2231020.00
3742	24119.00	12824.00
3743	237549.00	158806.00
3744	377.00	225.00
3745	245567.00	177443.00
3746	1739110.00	1459539.00
3747	19950.00	3076.00
3748	577826.00	390269.00
3749	42033.00	27255.00
3750	68207.00	45006.00
3751	1435508.00	1223247.00
3752	29295.00	28414.00
3753	163.27	70.07
3754	210094.00	195436.00
3755	19070.00	13145.00
3756	91305.00	74569.00
3757	941460.00	344707.00
3758	327893.00	258340.00
3759	473915.00	399778.00
3760	105.00	26.00
3761	237446.00	173057.00
3762	103043.00	87811.00
3763	125814.00	122407.00
3764	106266.00	36546.00
3765	3582704.00	2280098.00
3766	12293.00	1666.00
3767	23379.00	20916.00
3768	57255.38	90243.87
3769	3334.39	1945.38
3770	14840.00	8980.00
3771	18645.65	3470.04
3772	95266.00	32313.00
3773	307987.00	99402.00
3774	281818.00	263377.00
3775	61084.00	59698.00
3777	63108.00	35062.00
3778	319441.00	226187.00
3779	79515.00	14820.00
3780	38741.00	29564.00
3781	167926.00	62905.00
3782	893973.00	654490.00
3783	77267.00	24435.00
3785	4520.00	2599.00
3787	17188.00	14035.00
3788	23629.18	20887.22
3789	3663385.00	2582107.00
3790	2858.00	172.00
3791	1303125.00	974001.00
3792	70520.00	57933.00
3794	12343.00	10995.00
3795	111.00	10.00
3796	466.00	49.00
3798	29263.50	20956.32
3799	4091.00	2187.00
3800	15291.00	12593.00
3801	28055.00	10181.00
3802	1553294.00	1174966.00
3803	388907.00	370097.00
3804	3291.00	2267.00
3805	785197.00	279501.00
3806	5227.00	3387.00
3807	1728181.00	1422536.00
3808	40412.00	29353.00
3809	6507.00	313.00
3811	4199.00	3076.00
3812	10449.00	6687.00
3813	15559.00	2014.00
3814	61469.00	20688.00
3815	717060.00	501095.00
3816	60305.00	32040.00
3817	326958.00	246685.00
3818	2057907.00	1285257.00
3819	1124671.00	882743.00
3820	17116.00	7545.00
3821	88630.00	31150.00
3822	49214.00	33976.00
3823	2562205.00	1697197.00
3824	993576.00	745931.00
3825	45807.00	42307.00
3826	1334866.00	912322.00
3827	1344.00	1021.00
3829	15300.00	2299.00
3830	576.72	120.25
3831	6289.00	4461.00
3832	170877.00	137663.00
3833	479609.00	249895.00
3835	351060.00	297989.00
3836	2062076.00	1532242.00
3837	7614.00	3606.00
3838	149594.00	115250.00
3839	111679.00	90079.00
3840	102524.00	86728.00
3841	41863.56	29444.95
3842	473123.00	327825.00
3843	438.00	49.00
3844	71696.00	50425.00
3845	11944.46	10813.84
3846	102594.00	36079.00
3847	3612.00	2483.00
3849	84053.00	47693.00
3850	43543.00	41857.00
3851	330624.00	312855.00
3852	97286.00	54473.00
3854	109099.00	93073.00
3855	221544.00	170143.00
3857	21426.00	7158.00
3858	177187.55	141605.14
3859	9492.00	9172.00
3860	858676.00	67636.00
3861	45896.00	43582.00
3862	1454158.75	1287650.75
3863	5244.00	2844.00
3864	109412.00	78741.00
3865	114977.00	83401.00
3867	3492208.00	2231146.00
3868	147209.00	103473.00
3869	53244.00	8397.00
3870	56776.00	44655.00
3871	2830.00	1307.00
3872	6554.00	883.00
3873	3698784.00	2745366.00
3874	1277551.00	954859.00
3875	75835.20	24450.49
3876	2285.00	439.00
3877	53892.00	17542.00
3878	-13832.72	9.37
3879	21057.00	13889.00
3880	383902.00	272441.00
3881	272671.00	223043.00
3882	73541.00	52117.00
3884	563172.00	439388.00
3885	2043160.00	1732830.00
3886	13627.00	12735.00
3887	759635.81	257117.81
3888	37676.00	26567.00
3889	240949.00	89199.00
3890	402519.41	397343.41
3892	75409.00	59036.00
3893	324386.75	241749.31
3894	53794.00	38419.00
3895	3206.30	962.81
3896	5786.00	3977.00
3897	39852.00	32379.00
3898	931354.00	669628.00
3899	101011.00	65594.00
3900	359232.00	310208.00
3901	472933.00	323742.00
3902	9160.00	6068.00
3904	1047726.00	777248.00
3906	4403.00	1675.00
3907	161532.00	87615.00
3908	2912.00	1724.00
3909	1060278.00	818267.00
3910	7872.00	5437.00
3911	15123.00	4290.00
3912	756784.00	64886.00
3913	816287.00	554693.00
3914	299743.00	273952.00
3915	62752.00	33359.00
3916	105453.00	78777.00
3917	779122.00	582805.00
3918	18294.00	2925.00
3919	61495.00	45612.00
3920	31015.00	10190.00
3921	1218690.00	1060636.00
3922	4079.00	2409.00
3924	3018.00	2206.00
3925	56137.00	43391.00
3926	34376.00	21973.00
3927	111064.00	62309.00
3928	1239613.00	1134425.00
3929	204080.00	133943.00
3930	465252.00	241879.00
3931	77127.00	29104.00
3932	101069.00	77455.00
3933	191289.00	164441.00
3934	17550.00	10758.00
3935	58381.00	48448.00
3936	663420.00	453326.00
3937	67178.00	51190.00
3938	128818.00	86381.00
3939	3093.00	883.00
3940	3033.00	1875.00
3941	7378.99	4012.75
3942	95054.00	76358.00
3943	8350.00	5677.00
3944	125948.00	95402.00
3945	99171.35	80057.02
3946	254731.00	191320.00
3947	29455.00	18881.00
3948	389390.00	262938.00
3949	76128.00	42620.00
3950	118886.00	101164.00
3951	3592487.00	2314462.00
3952	146058.00	101432.00
3953	119717.01	87235.99
3954	40981.00	14177.00
3955	14858.00	7634.00
3956	281962.00	239260.00
3957	405293.00	339183.00
3958	98779.00	75834.00
3959	67200.00	48181.00
3960	108154.00	74766.00
3961	237406.00	182864.00
3962	7804.00	4433.00
3963	135351.00	115301.00
3964	1253635.00	858772.00
3965	229445.00	166114.00
3966	722799.00	258843.00
3967	1340405.00	1008592.00
3968	9015.00	7051.00
3969	434476.00	336297.00
3970	96675.00	67862.00
3971	217332.00	167590.00
3972	21564.00	2932.00
3973	460937.00	306613.00
3974	473805.00	336458.00
3975	60796.00	45050.00
3976	3681.00	880.00
3977	4513.00	2306.00
3978	34779.00	26443.00
3979	505163.00	401228.00
3980	402743.00	329455.00
3981	548623.00	420346.00
3982	5494.00	3327.00
3984	46726.00	41360.00
3985	474636.00	391422.00
3986	33540.00	3945.00
3987	5478.00	1347.00
3988	1061341.00	943936.00
3989	2473356.00	740181.00
3990	18420.00	2496.00
3991	1288366.00	949452.00
3992	31215.00	29471.00
3994	1288103.00	924387.00
3995	6853.00	2898.00
3996	13529.00	8810.00
3997	1545833.00	1305583.00
3998	1227664.00	708296.00
3999	1404.00	502.00
4000	63357.00	55177.00
4001	381353.00	264644.00
4002	94229.00	71962.00
4003	64778.00	42652.00
4004	55267.00	38693.00
4006	181657.00	153560.00
4007	28878.00	24138.00
4008	969154.00	776409.00
4009	7188.00	306.00
4010	269044.00	237673.00
4011	11971.00	8550.00
4012	26694.44	16399.45
4013	97577.00	63166.00
4014	2630740.00	2378598.00
4016	181622.00	135835.00
4017	1191378.00	689262.00
4018	588915.00	399488.00
4019	28288.00	25136.00
4020	2026096.00	1157635.00
4022	2568.00	1917.00
4023	2940.00	1671.00
4024	45257.00	42849.00
4025	50209.00	40568.00
4026	266904.00	91550.00
4027	4781.00	1890.00
4028	5675.00	4542.00
4029	499080.00	389101.00
4030	30903.00	4645.00
4031	597435.00	541376.00
4032	59355.00	19987.00
4033	2741.00	447.00
4034	5552.00	3415.00
4035	506783.00	372859.00
4036	4049.55	1645.15
4037	3394.00	1990.00
4038	1333.00	537.00
4039	941410.12	699609.94
4040	57482.00	45987.00
4041	153214.00	131325.00
4042	129202.00	7178.00
4043	49522.00	28765.00
4044	16850.00	11453.00
4045	154812.00	101673.00
4046	1843307.50	1242312.12
4047	72798.00	54118.00
4048	124196.41	100980.67
4049	16902.00	9086.00
4050	99468.31	88759.90
4051	159644.00	137952.00
4052	2874868.00	2459579.00
4053	74083.00	48494.00
4054	85200.00	29648.00
4056	2511.00	1898.00
4057	88570.00	75657.00
4058	163707.00	132371.00
4059	3734.65	1927.08
4060	4459.00	3153.00
4061	32407.62	31659.29
4062	170214.00	10980.00
4063	1535001.00	1202787.00
4064	337439.00	251480.00
4065	240534.00	160364.00
4066	126811.00	93366.00
4067	170737.00	10187.00
4068	800841.00	534355.00
4069	361240.00	58148.00
4070	65132.00	35877.00
4071	128196.00	111069.00
4072	4191.00	2176.00
4073	2129.42	660.20
4074	97627.00	83221.00
4075	10459.00	640.00
4076	64041.00	24563.00
4077	28180.00	21701.00
4078	77152.00	54601.00
4080	58652.00	53825.00
4081	82454.00	29547.00
4083	188099.00	69613.00
4084	6281.00	1173.00
4085	1625404.00	1278456.00
4086	3424.00	2621.00
4087	3765284.25	3282905.50
4088	998696.00	713099.00
4089	2360.00	1136.00
4090	94064.00	72373.00
4091	143553.00	120430.00
4093	973217.00	779639.00
4094	16776.00	16589.00
4095	27248.00	22522.00
4096	97875.00	94986.00
4097	154758.00	145951.00
4098	13111.00	10841.00
4099	24758.00	6037.00
4100	65413.00	49047.00
4101	512492.00	38951.00
4102	690051.00	615847.00
4103	85307.00	78963.00
4104	111234.00	60861.00
4105	155961.00	132092.00
4106	310999.00	232336.00
4108	174204.91	148876.61
4109	14620.00	2076.00
4110	246911.00	6719.00
4111	589.00	61.00
4112	76505.43	74974.80
4113	2911.00	1418.00
4114	73046.00	47681.00
4115	63460.00	41189.00
4116	59673.00	44457.00
4118	432381.00	298883.00
4119	69029.00	51450.00
4120	59241.00	43590.00
4121	96388.00	70648.00
4122	10156.00	7794.00
4123	30172.00	26378.00
4125	15691.00	11205.00
4126	22768.00	3860.00
4127	1079562.00	804069.00
4130	14713.00	14035.00
4131	159052.00	117290.00
4132	59136.00	20683.00
4133	374235.00	262800.00
4134	316488.00	213681.00
4135	40107.00	2885.00
4136	149422.00	97866.00
4137	60596.81	48528.07
4138	850576.00	59882.00
4139	157957.00	136877.00
4140	2503204.00	1881994.00
4141	304852.00	203173.00
4142	38746.00	18441.00
4143	4519.00	2608.00
4144	8579.00	1241.00
4145	3525763.00	2357207.00
4146	89863.00	65886.00
4147	8022.00	5947.00
4148	127766.00	109781.00
4149	63183.00	23167.00
4150	8136.39	5120.95
4151	647555.19	524959.12
4152	73801.00	68070.00
4154	3142.00	1597.00
4155	135779.00	86648.00
4156	15761.00	8428.00
4157	213605.00	120355.00
4159	88849.11	72191.05
4160	1840.00	240.00
4161	11064.00	9007.00
4162	244054.00	222105.00
4164	527488.00	366724.00
4166	915655.00	713695.00
4167	19410.00	3050.00
4168	180086.00	144972.00
4169	125306.00	87875.00
4170	49633.00	27257.00
4171	2524794.00	1982379.00
4172	32034.00	28060.00
4173	85497.00	78505.00
4174	8834.00	6970.00
4175	42648.00	13978.00
4176	347479.00	267324.00
4177	16461.00	1883.00
4178	639339.00	449100.00
4179	373234.00	285694.00
4180	1969652.00	1275104.00
4181	3942689.00	3116789.25
4182	53036.00	37681.00
4183	988397.00	894330.00
4184	29993.00	19759.00
4185	3869.00	655.00
4186	339107.00	269106.00
4187	70658.00	39683.00
4188	247.00	24.00
4189	420303.00	357260.00
4190	98923.21	18317.64
4191	403904.00	217763.00
4192	12181.00	7525.00
4193	13869.00	8387.00
4194	20608.00	17101.00
4196	553797.00	385890.00
4197	1798.13	495.68
4198	9792.00	6518.00
4199	113146.00	85431.00
4200	699701.00	501627.00
4201	237001.00	182480.00
4202	83769.00	59397.00
4203	137457.00	77161.00
4204	106927.00	77895.00
4205	10065.00	6453.00
4207	12214.00	11239.00
4209	26681.00	18565.00
4210	34056.00	1955.00
4211	501936.00	398708.00
4212	67078.00	37558.00
4213	389174.00	261870.00
4214	10019.00	4350.00
4215	5642.00	3902.00
4216	5557.00	2729.00
4217	11808.00	941.00
4218	1530477.00	1294940.00
4219	4431.00	3292.00
4220	17212.00	2591.00
4221	645987.00	469418.00
4222	219606.58	203520.25
4223	313141.00	207310.00
4224	45735.00	25206.00
4226	323297.00	270354.00
4228	7369.00	480.00
4229	258929.00	89416.00
4230	18040.00	2550.00
4231	540918.00	445242.00
4232	94320.12	67656.92
4233	68871.00	45400.00
4234	72861.00	27270.00
4235	1480158.00	1057102.00
4236	79442.00	68143.00
4237	85349.00	48903.00
4238	398673.00	312030.00
4239	1136056.00	972313.00
4240	70018.00	60098.00
4241	3570432.00	2546620.00
4242	61239.00	35018.00
4243	21961.00	17271.00
4244	148179.00	98184.00
4245	1157455.00	786879.00
4247	1558890.00	1206082.00
4248	457603.00	161270.00
