id	NY AGI of All Returns	Taxable Income of All Returns	Cluster
5006	248802.00	169676.00	1
5008	165140.00	122782.00	5
5009	197230.62	158394.23	1
5010	2006.00	1311.00	5
5011	70213.00	49857.00	5
5012	171188.00	131130.00	1
5013	313214.81	305040.56	1
5014	1579800.00	1154738.00	2
5015	2112.00	1562.00	5
5016	283297.00	236159.00	1
5017	23017.00	19114.00	5
5018	349843.00	269673.00	1
5019	82378.00	57586.00	5
5020	771350.00	67675.00	1
5021	222858.00	178936.00	1
5022	96992.00	68974.00	5
5023	13681.00	1450.00	5
5024	318779.00	220933.00	1
5025	674246.00	460683.00	1
5026	57753.00	56430.00	5
5027	14665.00	1025.00	5
5028	102445.00	57310.00	5
5029	30523.00	23956.00	5
5030	380946.78	324862.88	1
5031	77610.00	50578.00	5
5032	2940.00	1886.00	5
5033	55107.00	47044.00	5
5034	4016.00	609.00	5
5035	52629.00	49042.00	5
5036	467040.00	359086.00	1
5037	3009.00	2154.00	5
5038	12925.14	8389.38	5
5039	1528673.00	420945.00	4
5040	14281.00	2590.00	5
5041	3652.00	609.00	5
5042	434919.00	334156.00	1
5043	70183.00	51605.00	5
5044	2880520.75	2290241.25	3
5045	11960.00	9514.00	5
5046	47960.00	35801.00	5
5047	312311.22	121134.84	1
5048	2668.14	1153.71	5
5049	308449.00	175682.00	1
5050	22681.00	3396.00	5
5052	65395.00	46761.00	5
5053	44799.00	33687.00	5
5054	3862970.00	2545813.00	3
5055	1236267.00	1167451.00	4
5056	37504.00	29072.00	5
5057	12409.00	11102.00	5
5058	86760.00	48856.00	5
5059	25871.00	15679.00	5
5060	23898.00	21370.00	5
5061	130585.00	96294.00	5
5062	3409122.00	2373109.00	3
5063	593.00	148.00	5
5064	3580.00	2187.00	5
5065	132071.00	97106.00	5
5066	36780.00	24730.00	5
5067	50348.00	40527.00	5
5068	1478204.00	1387543.00	2
5069	158905.00	113344.00	5
5070	127698.00	85661.00	5
5071	87650.00	66812.00	5
5072	12967.00	6379.00	5
5073	51075.00	37715.00	5
5074	3553.27	1122.07	5
5075	36613.00	18855.00	5
5076	236915.00	41755.00	1
5077	2167772.00	1561428.00	2
5078	15462.00	10476.00	5
5079	7922.90	5747.23	5
5080	15887.00	14266.00	5
5081	5593.00	4945.00	5
5082	24095.00	3707.00	5
5083	83590.00	29037.00	5
5084	191715.00	131702.00	1
5085	145835.00	102178.00	5
5086	877351.50	736968.75	4
5087	327190.00	317720.00	1
5088	71934.00	11047.00	5
5089	6259.00	4535.00	5
5090	75337.00	55178.00	5
5091	31794.00	26145.00	5
5092	75075.00	63809.00	5
5093	106286.00	33189.00	5
5094	79.00	5.00	5
5095	351639.00	332426.00	1
5096	2209423.00	1471202.00	2
5097	591891.00	536180.00	1
5098	-29757.36	18.68	5
5099	109408.00	83717.00	5
5100	1306.00	450.00	5
5102	67166.00	46958.00	5
5104	313605.00	243982.00	1
5105	309728.00	232033.00	1
5107	28414.00	8685.00	5
5108	437.00	242.00	5
5109	48347.69	17951.36	5
5110	3803.00	2680.00	5
5111	3299373.00	2336012.00	3
5112	6589.00	1433.00	5
5113	1200498.00	946537.00	4
5114	51150.00	40255.00	5
5115	329305.00	246616.00	1
5116	50713.00	33576.00	5
5117	154568.00	53148.00	5
5118	44786.00	15480.00	5
5119	79994.00	44563.00	5
5120	49351.00	37633.00	5
5121	74653.52	55866.61	5
5122	429087.00	331974.00	1
5123	2621.00	1157.00	5
5124	240454.00	34507.00	5
5125	332870.00	268749.00	1
5126	82086.00	67593.00	5
5128	209618.59	154149.77	1
5129	9074.00	4764.00	5
5130	137312.00	117135.00	5
5131	211479.00	180430.00	1
5132	134195.00	85574.00	5
5133	24920.69	23288.88	5
5134	2729.00	1440.00	5
5135	1899.00	245.00	5
5136	1319126.00	903046.00	4
5137	976049.00	683384.00	4
5138	21264.00	19485.00	5
5139	549373.00	423916.00	1
5140	259896.00	227301.00	1
5141	25689.62	11758.93	5
5143	2179.59	1238.88	5
5145	29125.00	19100.00	5
5147	13919.00	877.00	5
5148	2471.00	1697.00	5
5149	2097428.00	1385588.00	2
5150	57509.00	48928.00	5
5151	190406.00	70315.00	5
5153	11166.00	8789.00	5
5154	1302960.00	975282.00	4
5155	94548.00	61174.00	5
5156	50970.00	8409.00	5
5157	93863.00	71945.00	5
5158	119164.00	112328.00	5
5159	101581.00	96947.00	5
5160	41091.00	28897.00	5
5161	974978.00	722256.00	4
5162	15092.00	779.00	5
5163	223215.00	211127.00	1
5164	163742.00	132743.00	5
5165	266026.00	252406.00	1
5166	105547.00	72970.00	5
5167	374238.00	64113.00	1
5168	46647.00	30573.00	5
5169	60520.00	51589.00	5
5170	1114954.00	795171.00	4
5171	310956.00	223742.00	1
5172	140975.00	99186.00	5
5173	486258.00	351980.00	1
5174	1337150.00	1066517.00	4
5175	335153.00	314957.00	1
5176	259.00	22.00	5
5177	69315.00	63017.00	5
5178	277497.00	221942.00	1
5179	148488.00	105623.00	5
5181	76409.00	54180.00	5
5182	2472.00	1405.00	5
5183	1058225.75	808055.12	4
5184	1287375.00	957339.00	4
5185	107458.00	60058.00	5
5186	405203.00	371842.00	1
5187	37636.00	36917.00	5
5188	36737.00	30382.00	5
5189	-7512.81	1.90	5
5190	168591.00	153887.00	1
5191	230818.00	173410.00	1
5192	82817.00	67656.00	5
5193	1818175.00	1380951.00	2
5194	155607.00	125312.00	5
5195	394738.00	304045.00	1
5196	3830.00	243.00	5
5197	104742.00	35516.00	5
5198	3326675.00	2327850.00	3
5199	11766.00	6666.00	5
5200	16075.00	2104.00	5
5201	23221.00	21563.00	5
5202	129697.15	100277.86	5
5204	1230008.00	984170.00	4
5205	22035.00	17022.00	5
5206	65261.00	3921.00	5
5207	228255.00	173129.00	1
5208	37913.00	6014.00	5
5209	7609.00	3486.00	5
5210	49439.00	32289.00	5
5211	130270.00	113692.00	5
5212	121334.00	99506.00	5
5213	2134028.00	1333526.00	2
5214	63707.00	54640.00	5
5215	1750.00	673.00	5
5216	3920683.00	3116140.00	3
5217	8407.00	4677.00	5
5218	28916.00	26451.00	5
5219	36645.00	23990.00	5
5220	30164.00	24633.00	5
5221	56841.00	43313.00	5
5222	3395.00	489.00	5
5223	468142.00	376285.00	1
5224	3862346.75	3153462.00	3
5225	29298.00	21850.00	5
5226	67686.00	47353.00	5
5227	241861.00	174864.00	1
5228	326653.12	237659.62	1
5229	67684.00	48558.00	5
5230	23105.00	14253.00	5
5232	237242.00	158539.00	1
5233	2581854.00	2208557.00	3
5235	3942.00	230.00	5
5238	22190.00	13041.00	5
5240	4957.00	3552.00	5
5241	17971.00	12566.00	5
5242	23881.00	23433.00	5
5244	-87799.28	1827.97	5
5245	8845.00	4669.00	5
5246	18963.00	18375.00	5
5247	990800.00	767606.00	4
5248	818110.31	618987.69	4
5249	54524.00	30518.00	5
5250	17446.00	8537.00	5
5251	80574.00	70503.00	5
5252	23789.00	7892.00	5
5253	10117.00	7465.00	5
5254	10929.00	8260.00	5
5256	2578.00	1912.00	5
5257	779.00	177.00	5
5258	479713.00	334211.00	1
5260	151668.00	124901.00	5
5261	1949.00	965.00	5
5262	554.00	59.00	5
5263	408421.00	282560.00	1
5264	2269280.00	1518988.00	2
5265	18825.00	4750.00	5
5266	11006.00	1729.00	5
5267	331242.00	247309.00	1
5268	73783.00	70120.00	5
5269	24224.00	15416.00	5
5270	82068.00	46234.00	5
5271	7619.00	5656.00	5
5272	264544.00	223946.00	1
5273	444863.00	340962.00	1
5274	8806.00	5457.00	5
5275	81581.00	66864.00	5
5276	81.00	12.00	5
5277	879117.00	631785.00	4
5278	792.00	249.00	5
5279	49074.00	21615.00	5
5280	58897.00	9704.00	5
5282	37663.00	23675.00	5
5283	965995.00	836708.00	4
5284	2036076.00	1526121.00	2
5285	13148.00	9873.00	5
5286	27257.00	22925.00	5
5287	201863.00	185879.00	1
5288	2836189.75	2057074.38	3
5289	1472913.00	757619.00	4
5290	12448.00	11475.00	5
5291	795453.00	729238.00	4
5292	28444.00	9507.00	5
5294	1964.00	1417.00	5
5295	136582.00	127382.00	5
5297	104292.00	98021.00	5
5298	144676.00	110410.00	5
5299	110657.00	99232.00	5
5300	136260.00	94342.00	5
5301	3067.00	1676.00	5
5302	2317141.50	2015034.38	2
5303	6936.00	2914.00	5
5304	13637.00	10917.00	5
5305	444891.00	158404.00	1
5306	779683.00	506063.00	4
5307	2937.00	1387.00	5
5308	34602.00	2555.00	5
5309	67477.00	44075.00	5
5310	136.00	18.00	5
5311	206589.00	174588.00	1
5312	182324.00	146470.00	1
5313	712267.00	491595.00	4
5314	67607.00	44524.00	5
5315	8530.00	6339.00	5
5316	63317.00	23515.00	5
5317	29798.00	24459.00	5
5318	540645.00	369043.00	1
5319	55762.00	8460.00	5
5320	3703.00	2172.00	5
5321	116118.00	85917.00	5
5322	178887.48	152358.81	1
5323	26794.00	25800.00	5
5324	79540.00	75602.00	5
5325	31810.00	1657.00	5
5326	847461.00	62913.00	1
5327	39549.00	5897.00	5
5328	7614.00	6017.00	5
5329	636531.00	499966.00	1
5330	140239.00	114229.00	5
5331	7974.00	6006.00	5
5332	13020.00	9455.00	5
5333	19191.00	2529.00	5
5334	299076.00	98037.00	1
5335	3349554.00	2391539.00	3
5336	40775.68	31077.74	5
5337	6804.00	3489.00	5
5338	1810.00	412.00	5
5339	172594.00	10788.00	5
5340	1321057.00	946723.00	4
5341	2437.00	1611.00	5
5342	6193.00	2121.00	5
5343	18408.00	13346.00	5
5344	3722169.00	3354572.00	3
5345	222887.00	80759.00	1
5346	41219.00	2285.00	5
5347	343907.00	231131.00	1
5348	14295.00	1509.00	5
5349	1235334.00	1066653.00	4
5350	16822.00	10233.00	5
5351	2988.00	2152.00	5
5352	230681.00	177787.00	1
5353	19574.00	13474.00	5
5354	364658.00	245328.00	1
5355	453440.00	304608.00	1
5356	69873.00	65114.00	5
5357	1041587.00	559007.00	4
5358	110907.00	6854.00	5
5359	66610.00	56081.00	5
5360	142390.00	117141.00	5
5361	201.00	29.00	5
5362	74462.00	47878.00	5
5363	10983.00	7938.00	5
5364	8125.00	449.00	5
5365	-83029.64	73.05	5
5366	146993.42	98516.53	5
5367	58116.00	57314.13	5
5368	33876.00	25597.00	5
5369	142733.00	79152.00	5
5370	54417.00	40618.00	5
5371	191644.00	176071.00	1
5372	116516.00	64656.00	5
5373	10546.00	3824.00	5
5374	171743.00	134964.00	1
5375	247821.00	90187.00	1
5376	9338.00	522.00	5
5377	183061.00	130802.00	1
5378	1199.00	430.00	5
5379	656004.00	552617.00	4
5380	239617.00	6121.00	5
5381	688.00	194.00	5
5382	2140293.00	1571714.00	2
5383	2798192.00	2108937.00	3
5384	1120593.00	964560.00	4
5385	166326.00	60881.00	5
5386	172903.00	141314.00	1
5387	312.00	47.00	5
5388	43191.00	25799.00	5
5389	6972.00	4475.00	5
5390	995472.00	741232.00	4
5391	2708.00	1913.00	5
5392	142600.00	117381.00	5
5393	112735.00	90769.00	5
5394	975915.00	363313.00	4
5395	27345.00	1997.00	5
5396	119833.00	18487.00	5
5397	79441.00	62340.00	5
5398	22125.00	15812.00	5
5399	100050.00	16570.00	5
5401	119812.00	101359.00	5
5402	2652538.00	1986850.00	2
5403	59535.00	43632.00	5
5404	69564.00	53306.00	5
5405	8911.00	6807.00	5
5406	13710.00	2090.00	5
5407	23330.00	20388.00	5
5408	32042.00	10107.00	5
5410	2278304.00	2225850.00	2
5411	666970.00	590324.00	4
5412	20883.00	2600.00	5
5413	97115.00	63627.00	5
5414	28719.00	21654.00	5
5415	11085.00	9092.00	5
5416	402226.00	347937.00	1
5417	973.19	336.53	5
5418	48229.00	35400.00	5
5419	3358.00	713.00	5
5420	119789.00	77129.00	5
5421	154280.00	143874.00	5
5422	26056.00	18659.00	5
5423	11797.00	9422.00	5
5424	24525.77	3845.70	5
5425	32728.00	25098.00	5
5426	2001611.00	1818766.00	2
5427	420729.00	338490.00	1
5428	2498688.00	1928093.00	2
5429	1576286.00	1322866.00	2
5430	3619.00	2408.00	5
5431	99405.00	69115.00	5
5432	194995.00	165161.00	1
5433	508563.00	393019.00	1
5434	1361372.00	1040967.00	4
5436	4989.00	3025.00	5
5438	1787469.00	1305098.00	2
5439	170606.00	120744.00	5
5440	8091.00	482.00	5
5441	257233.00	175143.00	1
5442	187355.00	158827.00	1
5443	93756.00	51232.00	5
5444	40362.79	22316.82	5
5445	239796.00	89097.00	1
5446	631401.94	460190.84	1
5447	256.00	36.00	5
5448	132012.00	101329.00	5
5449	37841.00	29341.00	5
5450	-4474.24	217.85	5
5451	3089663.00	3153744.00	3
5452	2774.53	1186.83	5
5454	12868.00	9550.00	5
5455	3300.00	217.00	5
5456	52681.00	28999.00	5
5457	247421.00	90388.00	1
5458	-5356234.00	4071.20	5
5459	336.00	42.00	5
5460	15019.00	7024.00	5
5461	29284.88	27116.86	5
5463	6817.00	328.00	5
5464	72279.00	69121.00	5
5465	323.00	86.00	5
5466	609548.00	540169.00	1
5467	2200758.00	1443987.00	2
5468	906842.00	778939.00	4
5469	84128.00	80120.00	5
5470	5616.00	2832.00	5
5471	544009.00	319234.00	1
5472	51130.00	43458.00	5
5473	3796904.00	2958867.00	3
5474	36270.00	4619.00	5
5475	2597.00	281.00	5
5476	512138.00	468394.00	1
5477	172309.77	139562.06	1
5478	20242.00	15492.00	5
5479	94456.00	79244.00	5
5480	237031.00	159972.00	1
5482	57052.00	33978.00	5
5483	18725.00	15268.00	5
5484	108226.00	87104.00	5
5485	104886.48	56568.74	5
5486	1959.00	1252.00	5
5487	9299.00	5538.00	5
5488	1826511.00	1290815.00	2
5489	321.00	47.00	5
5491	104770.00	84437.00	5
5492	3590.00	1613.00	5
5493	9324.00	5250.00	5
5494	62258.00	52940.00	5
5495	26958.20	3677.98	5
5496	102319.00	96330.00	5
5497	44532.00	33959.00	5
5498	67659.00	44532.00	5
5499	4026.00	2829.00	5
5500	98956.00	55730.00	5
5501	36138.00	16149.00	5
5502	39721.92	35089.07	5
5503	20200.00	17164.00	5
5504	463957.00	320384.00	1
5505	60587.00	48241.00	5
5506	5142.00	1783.00	5
5507	4202.00	1846.00	5
5508	117732.00	67186.00	5
5509	7994.00	7078.00	5
5510	254621.00	178488.00	1
5511	4670.00	3317.00	5
5512	110383.00	36478.00	5
5513	7303.00	4953.00	5
5514	653831.00	442248.00	1
5515	72835.00	51285.00	5
5516	112466.00	94544.00	5
5517	268412.00	202252.00	1
5518	70159.00	51810.00	5
5519	55805.83	54067.94	5
5521	165130.00	132465.00	5
5522	6167.11	4793.98	5
5523	279774.00	52262.00	1
5524	65307.00	46229.00	5
5525	62085.00	51860.00	5
5526	61940.00	40352.00	5
5527	109546.00	88642.00	5
5528	3266753.00	2977814.00	3
5530	3508.43	1193.84	5
5531	1074463.00	819127.00	4
5532	6678.00	287.00	5
5533	1447452.00	1156830.00	4
5534	3039.00	1421.00	5
5535	2022.00	255.00	5
5536	743112.00	263562.00	1
5537	101873.00	32855.00	5
5538	14550.86	9928.43	5
5539	210706.00	166106.00	1
5540	73281.00	55003.00	5
5541	484458.00	335892.00	1
5542	26052.93	15211.33	5
5543	494888.78	385094.03	1
5544	126341.00	84784.00	5
5545	8452.00	3343.00	5
5546	1047585.00	980869.00	4
5547	91075.00	60595.00	5
5548	10400.00	5811.00	5
5549	469186.53	47413.27	1
5550	579112.00	465036.00	1
5551	154395.00	53306.00	5
5552	10966.00	9906.00	5
5553	2423203.00	2080187.00	2
5554	201131.00	168927.00	1
5555	34543.00	6372.00	5
5556	13200.00	727.00	5
5557	4943.00	2563.00	5
5558	20214.00	14857.00	5
5559	8672.00	6617.00	5
5560	6916.00	356.00	5
5561	1781188.00	1587508.00	2
5562	58220.00	13088.00	5
5563	214103.00	181048.00	1
5564	8657.00	520.00	5
5565	471264.00	400573.00	1
5566	25228.00	15296.00	5
5567	45964.00	35776.00	5
5568	1345020.00	1039688.00	4
5569	48338.00	2350.00	5
5570	1972846.00	1727436.00	2
5571	315.00	47.00	5
5572	17589.00	12631.00	5
5573	48767.39	32368.25	5
5574	246291.00	103731.00	1
5575	76155.80	58549.59	5
5576	2109719.00	1416123.00	2
5577	109259.00	93871.00	5
5578	1381521.00	999202.00	4
5579	752246.00	617616.00	4
5580	2561.00	772.00	5
5582	67519.00	37334.00	5
5583	39494.00	37343.00	5
5584	6748.00	1743.00	5
5585	7434.00	3910.00	5
5586	17359.13	2591.31	5
5587	178850.00	144964.00	1
5588	98814.00	83169.00	5
5589	29128.63	17010.19	5
5590	95981.00	52381.00	5
5591	44055.00	24314.00	5
5592	996987.00	859293.00	4
5593	112813.00	100287.00	5
5594	12566.00	713.00	5
5595	1240365.00	966952.00	4
5596	1131406.00	891928.00	4
5597	94442.00	60664.00	5
5598	1847668.00	1051870.00	2
5599	59809.00	19855.00	5
5600	112211.41	58513.34	5
5601	885838.00	615721.00	4
5603	2661437.00	1833646.00	2
5604	78515.00	51447.00	5
5605	1992152.00	1600158.00	2
5606	955182.00	892211.00	4
5607	1093715.00	903458.00	4
5608	6458.00	3412.00	5
5609	100100.00	16628.00	5
5610	63440.00	44003.00	5
5611	4114.00	2990.00	5
5612	84728.00	68502.00	5
5613	10554.00	9452.00	5
5614	159330.00	113768.00	5
5615	27333.00	18734.00	5
5617	5755.00	354.00	5
5618	139402.00	117305.00	5
5619	771447.00	543829.00	4
5620	128336.00	124298.00	5
5621	162083.00	109395.00	5
5622	812722.00	566237.00	4
5623	992130.62	841032.38	4
5625	332763.00	247944.00	1
5626	1649953.00	922675.00	4
5628	507291.00	453403.00	1
5629	682038.00	517600.00	4
5630	2169993.00	1402883.00	2
5631	84928.00	55069.00	5
5632	57604.00	55194.00	5
5633	6033.00	832.00	5
5634	161581.00	127364.00	5
5635	60356.00	54078.00	5
5637	23769.00	19177.00	5
5638	50978.00	37434.00	5
5640	36494.00	30551.00	5
5641	42476.00	39315.00	5
5642	3196284.00	2742537.00	3
5643	16243.00	2130.00	5
5644	134809.00	99608.00	5
5645	72977.00	52737.00	5
5646	9690.00	9145.00	5
5647	906592.00	670781.00	4
5648	65139.00	25024.00	5
5649	7448.00	4855.00	5
5650	300591.00	173283.00	1
5651	34235.00	31574.00	5
5652	1754.00	786.00	5
5653	118420.00	99292.00	5
5654	146868.00	120775.00	5
5655	33899.00	2231.00	5
5656	210070.00	198517.00	1
5657	72111.00	11589.00	5
5658	956857.00	771131.00	4
5659	532271.00	425731.00	1
5660	46527.47	15486.00	5
5661	16291.00	10715.00	5
5662	3325814.00	2617820.00	3
5663	2317.00	436.00	5
5664	155637.00	125111.00	5
5665	383781.00	63076.00	1
5666	266740.00	154800.00	1
5667	667.00	87.00	5
5668	2363.00	1223.00	5
5669	26050.00	19024.00	5
5670	60295.00	20735.00	5
5672	337031.00	270251.00	1
5673	8794.00	439.00	5
5674	124627.00	66000.00	5
5675	298637.00	220568.00	1
5677	1605582.00	1172690.00	2
5678	7111.00	5298.00	5
5679	2541.00	313.00	5
5680	36597.00	30101.00	5
5681	29082.00	1623.00	5
5682	8720.00	5452.00	5
5683	1292.00	497.00	5
5684	234469.00	37199.00	5
5685	5812.00	2767.00	5
5686	13793.61	6886.89	5
5687	102045.00	93342.00	5
5688	236814.55	180622.98	1
5689	2046.00	1061.00	5
5690	118756.00	88145.00	5
5691	2943484.00	2557767.00	3
5692	133333.00	122832.00	5
5693	78854.00	24849.00	5
5694	2116.00	629.00	5
5695	197197.00	157855.00	1
5696	1038.00	364.00	5
5697	486215.00	254001.00	1
5698	8149.00	5494.00	5
5699	10375.00	7847.00	5
5700	70709.00	63387.00	5
5701	32412.00	30472.00	5
5702	2974422.00	2182809.00	3
5703	573022.00	459873.00	1
5704	3418571.50	2674306.50	3
5705	190712.00	151945.00	1
5706	235030.00	180486.00	1
5707	3849.00	2198.00	5
5708	75620.00	72113.00	5
5709	251894.00	215025.00	1
5710	3270.00	467.00	5
5711	6658.00	2087.00	5
5712	213834.00	164424.00	1
5713	322796.00	160238.00	1
5714	129282.00	94392.00	5
5715	5028.00	3176.00	5
5716	10139.00	2395.00	5
5717	2417.00	1382.00	5
5718	9770.00	6437.00	5
5719	68431.00	10671.00	5
5720	1637.00	825.00	5
5721	3698237.00	2952504.00	3
5722	157269.00	55025.00	5
5723	54240.24	43478.07	5
5724	251921.00	214669.00	1
5725	10398.00	4755.00	5
5726	31409.00	30048.00	5
5727	9730.00	3498.00	5
5728	389527.69	276536.41	1
5729	55295.00	39666.00	5
5730	341262.00	252599.00	1
5731	1818782.00	1401864.00	2
5733	1750.00	1241.00	5
5735	710136.00	249746.00	1
5736	15376.00	12911.00	5
5738	86621.00	79703.00	5
5739	170214.00	155643.00	1
5740	36045.00	19133.00	5
5741	79800.00	12811.00	5
5742	1348912.00	982131.00	4
5743	1441561.00	1061233.00	4
5744	1786.00	908.00	5
5745	2804.00	1676.00	5
5746	-226922.08	46.98	5
5747	156438.00	120878.00	5
5748	539897.00	509303.00	1
5749	661147.81	605269.62	4
5750	65357.00	22571.00	5
5752	36893.00	32655.00	5
5753	42177.00	30283.00	5
5754	1849.00	569.00	5
5755	125865.00	101157.00	5
5757	7546.00	4926.00	5
5758	5995.00	4657.00	5
5759	7706.61	5078.07	5
5760	8762.59	4799.81	5
5761	50562.68	36259.95	5
5762	1096437.00	896206.00	4
5763	9133.00	5182.00	5
5764	1717926.00	1614414.00	2
5765	6345.00	4870.00	5
5766	629.00	475.00	5
5767	294976.00	212320.00	1
5768	98304.00	64500.00	5
5769	24269.00	2986.00	5
5770	68837.00	59066.00	5
5771	69955.00	39797.00	5
5772	1416.00	622.00	5
5773	23235.00	12172.00	5
5774	214356.00	204736.00	1
5775	350.00	38.00	5
5776	351.00	18.00	5
5777	6303.00	3946.00	5
5779	3695520.00	2686019.00	3
5780	6088.00	692.00	5
5781	186735.00	157466.00	1
5782	35108.00	27489.00	5
5783	7475.00	3471.00	5
5784	229273.00	184722.00	1
5785	439041.00	371068.00	1
5786	546242.00	437207.00	1
5787	2045225.00	1520860.00	2
5788	47576.00	35527.00	5
5789	9338.00	5786.00	5
5790	1728891.00	1332261.00	2
5791	30854.00	24918.00	5
5792	1788917.00	1429915.00	2
5793	599420.25	453077.00	1
5794	19837.00	19364.00	5
5795	23003.59	3738.53	5
5796	958882.00	697464.00	4
5797	11412.00	8917.00	5
5798	105550.00	89671.00	5
5799	70080.00	52141.00	5
5800	12964.72	5060.02	5
5801	3017717.00	2553210.00	3
5802	77780.51	51264.75	5
5803	60692.00	44869.00	5
5804	118288.00	83497.00	5
5805	65448.00	57425.00	5
5806	83491.00	28538.00	5
5807	35153.00	29949.00	5
5808	664743.00	588230.00	4
5809	125748.00	17844.00	5
5810	1332003.00	1025828.00	4
5811	11745.00	10797.00	5
5812	102789.00	68109.00	5
5813	84775.00	46393.00	5
5814	371977.00	330567.00	1
5815	9775.00	4042.00	5
5816	643197.00	502559.00	1
5817	6410.00	3044.00	5
5818	2492187.00	2004357.00	2
5819	158080.00	126164.00	5
5820	2694707.00	719869.00	2
5821	10070.00	4559.00	5
5822	29255.00	2446.00	5
5823	9742.00	8748.00	5
5824	278200.00	193482.00	1
5826	2140.00	316.00	5
5827	25534.00	23761.00	5
5828	75137.00	64990.00	5
5829	518028.00	392264.00	1
5830	92780.00	60738.00	5
5831	4473.00	2479.00	5
5832	163524.00	136737.00	5
5833	1814587.12	1395710.38	2
5835	1149247.00	1114630.00	4
5836	32502.00	23551.00	5
5837	15097.00	2067.00	5
5838	238774.00	84769.00	1
5840	105078.00	38269.00	5
5841	1902895.50	1341892.50	2
5843	1283092.00	831313.00	4
5844	606944.00	602644.00	1
5845	3683050.00	2414854.00	3
5846	137538.00	112645.00	5
5847	221328.00	172311.00	1
5848	107671.00	60439.00	5
5849	23165.00	1355.00	5
5850	2151604.00	1796139.00	2
5852	165061.00	127514.00	5
5853	83048.00	46303.00	5
5854	96505.00	69403.00	5
5855	3554.70	625.64	5
5856	126421.86	109007.40	5
5857	22920.00	1234.00	5
5858	203536.00	177129.00	1
5859	9477.00	5371.00	5
5860	292413.00	234797.00	1
5862	684761.00	620874.06	4
5863	72556.00	39695.00	5
5864	406119.59	78738.37	1
5865	2669433.00	2514724.00	3
5866	2441142.00	1844698.00	2
5867	7451.00	5503.00	5
5868	18247.50	17657.58	5
5869	81878.00	41944.00	5
5870	65545.00	36040.00	5
5871	113573.00	110147.00	5
5872	87632.00	44610.00	5
5873	90351.00	50128.00	5
5874	5782.00	325.00	5
5875	656237.00	492984.00	1
5876	304309.00	244725.00	1
5877	90893.00	77237.00	5
5878	1469.00	706.00	5
5879	50888.00	43383.00	5
5880	97661.00	54218.00	5
5881	2083763.00	1472710.00	2
5882	253569.00	205916.00	1
5883	360288.00	220541.00	1
5884	26469.00	3760.00	5
5885	2683685.00	1996284.00	3
5886	64097.00	46535.00	5
5887	402356.00	269220.00	1
5888	32952.00	26506.00	5
5890	562.00	158.00	5
5891	187031.00	129604.00	1
5892	33654.00	25955.00	5
5893	2573.00	1242.00	5
5895	119933.00	84046.00	5
5896	2072996.00	1556285.75	2
5897	749415.00	661545.00	4
5898	1787.00	1233.00	5
5899	98262.00	69689.00	5
5900	76571.00	62018.00	5
5901	180265.00	167141.00	1
5902	34716.00	4339.00	5
5903	146529.00	108142.00	5
5904	9484.00	5465.00	5
5905	1361442.00	964465.00	4
5906	23323.00	3195.00	5
5907	30603.00	3756.00	5
5908	1271.70	704.95	5
5909	140266.00	107995.00	5
