id	NY AGI of All Returns	Taxable Income of All Returns	Cluster
3995	6853.00	2898.00	5
3996	13529.00	8810.00	5
3997	1545833.00	1305583.00	2
3998	1227664.00	708296.00	4
3999	1404.00	502.00	5
4000	63357.00	55177.00	5
4001	381353.00	264644.00	1
4002	94229.00	71962.00	5
4003	64778.00	42652.00	5
4004	55267.00	38693.00	5
4006	181657.00	153560.00	1
4007	28878.00	24138.00	5
4008	969154.00	776409.00	4
4009	7188.00	306.00	5
4010	269044.00	237673.00	1
4011	11971.00	8550.00	5
4012	26694.44	16399.45	5
4013	97577.00	63166.00	5
4014	2630740.00	2378598.00	3
4016	181622.00	135835.00	1
4017	1191378.00	689262.00	4
4018	588915.00	399488.00	1
4019	28288.00	25136.00	5
4020	2026096.00	1157635.00	2
4022	2568.00	1917.00	5
4023	2940.00	1671.00	5
4024	45257.00	42849.00	5
4025	50209.00	40568.00	5
4026	266904.00	91550.00	1
4027	4781.00	1890.00	5
4028	5675.00	4542.00	5
4029	499080.00	389101.00	1
4030	30903.00	4645.00	5
4031	597435.00	541376.00	1
4032	59355.00	19987.00	5
4033	2741.00	447.00	5
4034	5552.00	3415.00	5
4035	506783.00	372859.00	1
4036	4049.55	1645.15	5
4037	3394.00	1990.00	5
4038	1333.00	537.00	5
4039	941410.12	699609.94	4
4040	57482.00	45987.00	5
4041	153214.00	131325.00	5
4042	129202.00	7178.00	5
4043	49522.00	28765.00	5
4044	16850.00	11453.00	5
4045	154812.00	101673.00	5
4046	1843307.50	1242312.12	2
4047	72798.00	54118.00	5
4048	124196.41	100980.67	5
4049	16902.00	9086.00	5
4050	99468.31	88759.90	5
4051	159644.00	137952.00	5
4052	2874868.00	2459579.00	3
4053	74083.00	48494.00	5
4054	85200.00	29648.00	5
4056	2511.00	1898.00	5
4057	88570.00	75657.00	5
4058	163707.00	132371.00	5
4059	3734.65	1927.08	5
4060	4459.00	3153.00	5
4061	32407.62	31659.29	5
4062	170214.00	10980.00	5
4063	1535001.00	1202787.00	2
4064	337439.00	251480.00	1
4065	240534.00	160364.00	1
4066	126811.00	93366.00	5
4067	170737.00	10187.00	5
4068	800841.00	534355.00	4
4069	361240.00	58148.00	1
4070	65132.00	35877.00	5
4071	128196.00	111069.00	5
4072	4191.00	2176.00	5
4073	2129.42	660.20	5
4074	97627.00	83221.00	5
4075	10459.00	640.00	5
4076	64041.00	24563.00	5
4077	28180.00	21701.00	5
4078	77152.00	54601.00	5
4080	58652.00	53825.00	5
4081	82454.00	29547.00	5
4083	188099.00	69613.00	5
4084	6281.00	1173.00	5
4085	1625404.00	1278456.00	2
4086	3424.00	2621.00	5
4087	3765284.25	3282905.50	3
4088	998696.00	713099.00	4
4089	2360.00	1136.00	5
4090	94064.00	72373.00	5
4091	143553.00	120430.00	5
4093	973217.00	779639.00	4
4094	16776.00	16589.00	5
4095	27248.00	22522.00	5
4096	97875.00	94986.00	5
4097	154758.00	145951.00	5
4098	13111.00	10841.00	5
4099	24758.00	6037.00	5
4100	65413.00	49047.00	5
4101	512492.00	38951.00	1
4102	690051.00	615847.00	4
4103	85307.00	78963.00	5
4104	111234.00	60861.00	5
4105	155961.00	132092.00	5
4106	310999.00	232336.00	1
4108	174204.91	148876.61	1
4109	14620.00	2076.00	5
4110	246911.00	6719.00	5
4111	589.00	61.00	5
4112	76505.43	74974.80	5
4113	2911.00	1418.00	5
4114	73046.00	47681.00	5
4115	63460.00	41189.00	5
4116	59673.00	44457.00	5
4118	432381.00	298883.00	1
4119	69029.00	51450.00	5
4120	59241.00	43590.00	5
4121	96388.00	70648.00	5
4122	10156.00	7794.00	5
4123	30172.00	26378.00	5
4125	15691.00	11205.00	5
4126	22768.00	3860.00	5
4127	1079562.00	804069.00	4
4130	14713.00	14035.00	5
4131	159052.00	117290.00	5
4132	59136.00	20683.00	5
4133	374235.00	262800.00	1
4134	316488.00	213681.00	1
4135	40107.00	2885.00	5
4136	149422.00	97866.00	5
4137	60596.81	48528.07	5
4138	850576.00	59882.00	1
4139	157957.00	136877.00	5
4140	2503204.00	1881994.00	2
4141	304852.00	203173.00	1
4142	38746.00	18441.00	5
4143	4519.00	2608.00	5
4144	8579.00	1241.00	5
4145	3525763.00	2357207.00	3
4146	89863.00	65886.00	5
4147	8022.00	5947.00	5
4148	127766.00	109781.00	5
4149	63183.00	23167.00	5
4150	8136.39	5120.95	5
4151	647555.19	524959.12	1
4152	73801.00	68070.00	5
4154	3142.00	1597.00	5
4155	135779.00	86648.00	5
4156	15761.00	8428.00	5
4157	213605.00	120355.00	1
4159	88849.11	72191.05	5
4160	1840.00	240.00	5
4161	11064.00	9007.00	5
4162	244054.00	222105.00	1
4164	527488.00	366724.00	1
4166	915655.00	713695.00	4
4167	19410.00	3050.00	5
4168	180086.00	144972.00	1
4169	125306.00	87875.00	5
4170	49633.00	27257.00	5
4171	2524794.00	1982379.00	2
4172	32034.00	28060.00	5
4173	85497.00	78505.00	5
4174	8834.00	6970.00	5
4175	42648.00	13978.00	5
4176	347479.00	267324.00	1
4177	16461.00	1883.00	5
4178	639339.00	449100.00	1
4179	373234.00	285694.00	1
4180	1969652.00	1275104.00	2
4181	3942689.00	3116789.25	3
4182	53036.00	37681.00	5
4183	988397.00	894330.00	4
4184	29993.00	19759.00	5
4185	3869.00	655.00	5
4186	339107.00	269106.00	1
4187	70658.00	39683.00	5
4188	247.00	24.00	5
4189	420303.00	357260.00	1
4190	98923.21	18317.64	5
4191	403904.00	217763.00	1
4192	12181.00	7525.00	5
4193	13869.00	8387.00	5
4194	20608.00	17101.00	5
4196	553797.00	385890.00	1
4197	1798.13	495.68	5
4198	9792.00	6518.00	5
4199	113146.00	85431.00	5
4200	699701.00	501627.00	4
4201	237001.00	182480.00	1
4202	83769.00	59397.00	5
4203	137457.00	77161.00	5
4204	106927.00	77895.00	5
4205	10065.00	6453.00	5
4207	12214.00	11239.00	5
4209	26681.00	18565.00	5
4210	34056.00	1955.00	5
4211	501936.00	398708.00	1
4212	67078.00	37558.00	5
4213	389174.00	261870.00	1
4214	10019.00	4350.00	5
4215	5642.00	3902.00	5
4216	5557.00	2729.00	5
4217	11808.00	941.00	5
4218	1530477.00	1294940.00	2
4219	4431.00	3292.00	5
4220	17212.00	2591.00	5
4221	645987.00	469418.00	1
4222	219606.58	203520.25	1
4223	313141.00	207310.00	1
4224	45735.00	25206.00	5
4226	323297.00	270354.00	1
4228	7369.00	480.00	5
4229	258929.00	89416.00	1
4230	18040.00	2550.00	5
4231	540918.00	445242.00	1
4232	94320.12	67656.92	5
4233	68871.00	45400.00	5
4234	72861.00	27270.00	5
4235	1480158.00	1057102.00	4
4236	79442.00	68143.00	5
4237	85349.00	48903.00	5
4238	398673.00	312030.00	1
4239	1136056.00	972313.00	4
4240	70018.00	60098.00	5
4241	3570432.00	2546620.00	3
4242	61239.00	35018.00	5
4243	21961.00	17271.00	5
4244	148179.00	98184.00	5
4245	1157455.00	786879.00	4
4247	1558890.00	1206082.00	2
4248	457603.00	161270.00	1
4249	123298.00	99510.00	5
4250	2467.00	1696.00	5
4251	44451.00	41524.00	5
4252	143607.00	109001.00	5
4253	17160.00	2753.00	5
4254	58281.00	49753.00	5
4255	2219.00	1553.00	5
4256	9046.00	5844.00	5
4257	311004.00	260399.00	1
4258	1536604.00	844122.00	4
4259	309035.00	174548.00	1
4260	5218.00	2338.00	5
4261	546912.00	33297.00	1
4262	2046.00	1102.00	5
4263	199698.00	187194.00	1
4264	8276.00	3321.00	5
4265	462666.00	297841.00	1
4266	19527.00	1999.00	5
4267	3834912.00	3175168.00	3
4268	42987.00	38421.00	5
4269	224905.00	150651.00	1
4270	392076.00	301750.00	1
4271	5215.00	3978.00	5
4272	392253.00	272716.00	1
4274	7534.00	5115.00	5
4275	224835.00	180113.00	1
4276	1699.02	822.44	5
4277	579964.00	400534.00	1
4278	2589.47	1650.63	5
4279	829833.00	687055.00	4
4281	5080.00	3741.00	5
4282	104994.85	67232.10	5
4283	375031.00	282901.00	1
4284	68068.00	55541.00	5
4285	112935.00	85103.00	5
4286	248950.00	208069.00	1
4287	2181.00	1503.00	5
4288	92357.76	67859.06	5
4289	1053238.00	784564.00	4
4290	1021.00	740.00	5
4291	86742.00	70074.00	5
4292	157162.00	86212.00	5
4293	16313.00	12225.00	5
4294	233780.00	85648.00	1
4297	223156.00	127373.00	1
4298	1193436.00	1088872.00	4
4299	66100.00	21843.00	5
4300	2581.00	1815.00	5
4301	91651.00	67137.00	5
4302	19687.10	8905.62	5
4303	547154.00	531394.00	1
4304	696.54	249.80	5
4305	1655799.00	1393167.00	2
4306	9202.00	7028.00	5
4307	130635.00	91786.00	5
4308	505.00	25.00	5
4309	99405.00	90980.00	5
4310	66911.00	44844.00	5
4311	2754789.00	2165997.00	3
4312	12027.77	7751.83	5
4314	7850.00	5259.00	5
4315	11436.00	6857.00	5
4316	1180.13	357.74	5
4317	15780.80	10734.50	5
4318	3118.00	2203.00	5
4319	784193.00	575658.00	4
4320	415268.00	315766.00	1
4321	99540.00	76987.00	5
4322	314996.00	120011.00	1
4323	67244.00	44044.00	5
4324	542855.00	509493.00	1
4325	12724.00	9565.00	5
4327	32634.85	25041.28	5
4328	2302.00	712.00	5
4330	53601.00	44317.00	5
4331	225899.00	127577.00	1
4332	6343.00	353.00	5
4333	14993.00	11056.00	5
4334	507403.00	353147.00	1
4335	16914.00	12821.00	5
4336	170436.00	125084.00	5
4337	491415.00	256258.00	1
4338	58719.00	20635.00	5
4339	4184.00	3802.00	5
4340	3113765.00	2616862.00	3
4341	82213.00	53981.00	5
4342	37573.00	23905.00	5
4343	2.00	0.00	5
4344	5830.00	3659.00	5
4345	205253.00	191807.00	1
4346	237360.00	84934.00	1
4347	81536.00	77063.00	5
4348	5670.00	303.00	5
4349	115847.00	70735.00	5
4350	139901.00	78106.00	5
4351	100264.00	70748.00	5
4352	99198.00	83893.00	5
4355	1045479.00	776393.00	4
4357	31825.00	4987.00	5
4358	1019.00	330.00	5
4359	1318.00	75.00	5
4360	16084.00	15730.00	5
4361	430.00	61.00	5
4362	11933.00	8375.00	5
4363	115047.00	63919.00	5
4364	57714.00	54868.00	5
4365	104072.00	58068.00	5
4366	1870624.00	1435256.00	2
4367	71805.00	47954.00	5
4368	1537108.00	1352198.00	2
4369	39989.00	14493.00	5
4370	373617.00	240435.00	1
4371	99046.00	65206.00	5
4372	4373.00	3169.00	5
4374	2229569.00	1768847.00	2
4375	5592.86	5173.22	5
4376	3374387.00	2597156.00	3
4377	2155.00	1554.00	5
4378	105766.00	6231.00	5
4379	3394.00	1960.00	5
4380	539534.00	460200.00	1
4382	918801.00	645766.00	4
4383	170604.45	113010.82	5
4384	55649.00	31678.00	5
4385	496505.00	399686.00	1
4386	195989.00	110568.00	1
4387	23871.00	3743.00	5
4388	63336.00	34535.00	5
4389	2322308.00	117725.00	2
4390	11081.42	1528.38	5
4391	28011.00	18140.00	5
4392	1358910.62	489017.12	4
4393	1099616.00	1071405.00	4
4395	10004.00	6730.00	5
4396	77966.00	29331.00	5
4397	234644.00	184790.00	1
4398	25369.00	19426.00	5
4399	168.00	16.00	5
4400	9616.00	6585.00	5
4401	64264.00	42581.00	5
4402	1560411.00	1145934.00	2
4404	2801.00	1641.00	5
4406	9254.00	581.00	5
4407	119227.00	78734.00	5
4408	337102.00	196987.00	1
4409	560.00	164.00	5
4410	139360.00	108639.00	5
4411	54266.67	38743.68	5
4412	91904.00	76184.00	5
4413	71255.00	50284.00	5
4414	366136.00	312392.00	1
4416	12121.00	1795.00	5
4417	1187451.00	659379.00	4
4418	47388.00	34866.00	5
4419	2985701.00	2328567.00	3
4421	1118684.00	810103.00	4
4422	368862.00	63749.00	1
4423	7101.00	5054.00	5
4424	2675912.00	2259956.00	3
4425	6069.00	5706.00	5
4426	1555980.00	1199775.00	2
4427	3362409.00	2740479.00	3
4428	3889613.00	2956548.00	3
4429	7088.00	6479.00	5
4430	-268.15	1.04	5
4431	91952.00	50377.00	5
4432	15776.00	14673.00	5
4433	6042.00	303.00	5
4434	146827.00	118359.00	5
4435	3830.00	2196.00	5
4436	82843.00	30327.00	5
4437	187207.00	144560.00	1
4438	48269.00	44990.00	5
4439	784000.00	580950.00	4
4440	88556.00	86692.00	5
4441	63121.00	34562.00	5
4442	4257.00	3253.00	5
4443	23994.00	16096.00	5
4444	159462.00	122933.00	5
4445	34388.00	27824.00	5
4446	36554.00	23452.00	5
4447	15579.00	10743.00	5
4448	87732.00	30595.00	5
4449	27584.00	21381.00	5
4450	40735.00	30472.00	5
4451	1292728.00	1141007.00	4
4452	153396.00	111809.00	5
4453	312386.00	250618.00	1
4454	146332.00	123728.00	5
4455	42572.00	3116.00	5
4456	53563.00	18662.00	5
4457	4322.00	2677.00	5
4458	1209.00	488.00	5
4459	3412.00	2435.00	5
4460	247625.00	8582.00	5
4461	85569.00	69192.00	5
4462	465168.91	321718.16	1
4463	57960.00	47527.00	5
4464	110139.00	70325.00	5
4465	86725.00	75548.00	5
4466	1094963.00	829004.00	4
4467	15721.00	11299.00	5
4468	4690.00	2579.00	5
4469	55824.00	47028.00	5
4470	175.00	13.00	5
4471	108312.00	59108.00	5
4473	759406.00	693054.00	4
4474	1554778.00	1110657.00	4
4475	89827.00	63731.00	5
4476	646619.00	378582.00	1
4477	450765.00	331894.00	1
4478	2844.00	1630.00	5
4479	18023.00	14156.00	5
4480	13955.00	595.00	5
4481	985200.00	740022.00	4
4482	26168.00	4285.00	5
4483	10846.00	7422.00	5
4484	426542.00	80375.00	1
4485	14004.00	6630.00	5
4486	89115.00	68279.00	5
4488	65988.37	51941.68	5
4489	763173.00	471174.00	4
4490	138548.00	102668.00	5
4491	1259450.00	729951.00	4
4492	88886.00	69492.00	5
4493	143274.45	52997.63	5
4494	268935.00	190487.00	1
4495	248778.61	238719.67	1
4497	344031.00	230204.00	1
4498	153425.00	112165.00	5
4499	216085.20	152639.91	1
4500	3788.00	2619.00	5
4501	189137.00	156769.00	1
4502	353737.00	197855.00	1
4503	2657.00	768.00	5
4504	35699.00	26954.00	5
4505	94365.00	75733.00	5
4506	113379.00	80595.00	5
4507	48159.00	16986.00	5
4508	45821.00	34498.00	5
4509	64962.00	22659.00	5
4510	634558.00	473037.00	1
4511	63281.00	43782.00	5
4512	15429.00	2194.00	5
4513	25581.00	4095.00	5
4514	183204.00	177763.00	1
4515	2235681.00	1463961.00	2
4516	47905.00	35556.00	5
4517	36420.01	35648.65	5
4518	2287.00	1623.00	5
4519	985336.00	788214.00	4
4520	78585.00	12479.00	5
4522	38718.00	36091.00	5
4523	116450.00	111885.00	5
4524	90938.00	79091.00	5
4525	4690.00	3006.00	5
4526	261975.00	244429.00	1
4527	2542127.00	1737870.00	2
4528	96321.91	63926.58	5
4529	330608.00	106390.00	1
4530	375653.00	281604.00	1
4531	153768.00	52390.00	5
4532	862283.00	710814.00	4
4534	135395.19	83956.71	5
4535	56440.00	12040.00	5
4536	6472.78	3076.42	5
4537	2373365.25	2101922.50	2
4538	89484.00	68553.00	5
4539	239367.00	133196.00	1
4540	2152492.00	2024108.00	2
4541	77462.00	66579.00	5
4542	433644.00	337215.00	1
4543	66626.73	49949.93	5
4544	186930.00	174886.00	1
4545	197779.00	133742.00	1
4546	496637.09	353275.34	1
4547	912618.00	803092.00	4
4548	86617.00	66205.00	5
4549	2557252.00	771030.00	2
4550	1326.00	550.00	5
4551	1126006.00	390157.00	4
4552	8543.00	5572.00	5
4553	3388.00	129.00	5
4554	111071.00	37517.00	5
4555	496242.28	41128.38	1
4556	1949591.00	1397324.00	2
4557	19042.00	1079.00	5
4558	131386.00	78932.00	5
4559	68407.43	63333.63	5
4560	239212.00	174610.00	1
4561	41498.00	36953.00	5
4562	67149.00	25419.00	5
4563	2415.11	913.07	5
4564	466288.00	376360.00	1
4565	91054.00	84209.00	5
4567	6154.00	4548.00	5
4568	80612.00	57997.00	5
4569	326581.00	263072.00	1
4570	271103.00	201412.00	1
4571	3220.00	2101.00	5
4572	86050.00	70806.00	5
4573	33186.00	4176.00	5
4574	142516.00	109557.00	5
4576	28925.00	27525.00	5
4577	109044.64	62466.49	5
4578	380023.00	299400.00	1
4580	959290.00	694575.00	4
4581	2815.00	184.00	5
4582	4508.00	1636.00	5
4583	18516.00	9680.00	5
4584	13963.00	8371.00	5
4585	5315.00	1673.00	5
4586	2211274.00	1604760.00	2
4587	8082.00	5507.00	5
4588	171563.00	110354.00	5
4589	39415.00	38316.00	5
4590	54920.00	7793.00	5
4591	20811.00	11901.00	5
4592	25909.00	19285.00	5
4593	51044.00	31814.00	5
4594	113497.00	91050.00	5
4595	81657.00	64143.00	5
4596	21068.00	15225.00	5
4597	2470.00	1364.00	5
4598	434367.00	337971.00	1
4600	1279923.00	886397.00	4
4601	804.87	361.89	5
4602	199810.00	185122.00	1
4603	429815.00	278312.00	1
4604	39825.00	27500.00	5
4605	302941.00	255581.00	1
4606	12883.00	11472.00	5
4607	452619.00	309340.00	1
4608	95.00	6.00	5
4609	238579.00	132631.00	1
4610	678462.00	489279.00	1
4611	11476.00	9384.00	5
4612	85234.00	47906.00	5
4613	5971.00	4425.00	5
4614	58972.00	31018.00	5
4615	1946125.00	1589449.00	2
4616	2194348.00	1798447.00	2
4617	18782.12	13441.13	5
4619	34185.00	28545.00	5
4620	1048829.00	791095.00	4
4621	25652.00	24867.00	5
4622	5246.00	3232.00	5
4623	265044.00	192040.00	1
4624	95946.00	66524.00	5
4625	93939.00	68261.00	5
4627	679579.00	457624.00	1
4628	103802.00	81816.00	5
4629	316642.00	232049.00	1
4630	1329404.00	1218287.00	4
4631	224340.02	183368.03	1
4632	95704.00	16096.00	5
4633	1850.00	617.00	5
4634	194978.00	193035.00	1
4635	124732.00	84067.00	5
4636	435452.00	294162.00	1
4638	8415.00	1079.00	5
4639	10703.00	6841.00	5
4640	240321.00	85803.00	1
4641	190182.94	148251.41	1
4642	1022418.00	744913.00	4
4644	51590.00	38585.00	5
4646	367160.00	259864.00	1
4647	93794.00	75567.00	5
4648	8634.00	4843.00	5
4649	812745.00	71162.00	1
4650	6380.00	2910.00	5
4651	1393402.00	1012759.00	4
4652	130154.00	77357.00	5
4653	109335.00	84200.00	5
4654	4799.00	3864.00	5
4655	219959.58	169260.94	1
4656	2627.00	1877.00	5
4657	49727.00	38315.00	5
4658	7710.00	5738.00	5
4661	808352.00	670481.00	4
4663	92550.00	75847.00	5
4664	41439.00	29997.00	5
4665	78062.00	59913.00	5
4666	17630.11	2976.94	5
4667	1000348.00	526564.00	4
4668	1228574.00	1001135.00	4
4669	75758.00	56279.00	5
4671	8434.00	4318.00	5
4672	180543.00	146384.00	1
4673	1351075.00	940189.00	4
4674	879573.00	700241.00	4
4675	54862.00	53086.00	5
4676	446711.00	387816.00	1
4677	164140.00	155509.00	1
4678	6412.00	765.00	5
4679	2575.00	1312.00	5
4680	315988.00	228480.00	1
4681	3084391.00	2488091.00	3
4682	63219.00	34843.00	5
4683	65435.00	42533.00	5
4684	8706.00	4932.00	5
4685	65874.00	48280.00	5
4687	6120.00	4047.00	5
4688	1258692.00	1129361.00	4
4689	15454.00	12097.00	5
4690	174124.00	128569.00	1
4691	601677.00	478729.00	1
4692	156935.00	54232.00	5
4693	100208.00	71375.00	5
4694	14731.00	10205.00	5
4695	8825.00	6628.00	5
4696	80184.00	56743.00	5
4698	3741379.75	3084636.75	3
4699	34516.00	11539.00	5
4700	1181099.00	933137.00	4
4701	46301.45	41700.30	5
4702	100418.00	73596.00	5
4703	57504.00	43719.00	5
4704	31201.00	27787.00	5
4705	5099.00	3571.00	5
4706	2099.00	1363.00	5
4707	2329.00	1472.00	5
4708	38116.61	13496.25	5
4709	305814.00	54386.00	1
4710	73293.00	54210.00	5
4712	48717.00	15014.00	5
4713	8061.00	4993.00	5
4714	62386.00	21473.00	5
4715	13614.00	7425.00	5
4716	122382.00	86533.00	5
4717	93130.00	73814.00	5
4718	5677.00	1964.00	5
4719	6903.00	3763.00	5
4720	1799181.75	1108645.88	2
4721	20811.00	20295.00	5
4722	146553.00	85518.00	5
4723	685.87	285.17	5
4724	537011.00	439050.00	1
4725	127672.00	93386.00	5
4726	79382.00	12536.00	5
4727	542607.00	517042.00	1
4729	2442934.00	1819715.00	2
4730	23875.00	3068.00	5
4732	6335.00	4089.00	5
4733	2572.00	1905.00	5
4734	120756.00	63492.00	5
4735	242191.00	236490.00	1
4736	89730.99	70321.73	5
4738	36906.00	26641.00	5
4739	76086.00	49384.00	5
4740	159847.00	87706.00	5
4741	67792.00	48037.00	5
4742	1675.00	547.00	5
4743	26450.00	22604.00	5
4744	74762.00	64446.00	5
4745	94360.77	72963.31	5
4746	2936566.00	2205687.00	3
4747	5682.00	3634.00	5
4749	94209.00	61822.00	5
4750	24896.00	21192.00	5
4751	1434187.00	1195511.00	4
4752	2078564.00	1563998.00	2
4753	254623.00	193469.00	1
4754	8190.00	3903.00	5
4755	161809.00	137042.00	5
4756	53379.00	43836.00	5
4757	1347130.00	982219.00	4
4759	23073.00	16369.00	5
4760	35672.30	24893.31	5
4761	1079378.00	811281.00	4
4762	4766.00	2395.00	5
4763	2896950.00	2437539.00	3
4764	2724.00	1581.00	5
4765	6861.00	304.00	5
4766	8557.00	6383.00	5
4767	164164.00	128903.00	5
4768	92623.00	30789.00	5
4769	73946.00	52525.00	5
4770	5672.00	2717.00	5
4771	96865.00	77491.00	5
4772	36110.00	28337.00	5
4773	7464.36	2086.26	5
4774	18192.00	13289.00	5
4775	86768.09	70202.75	5
4776	49553.61	30952.21	5
4777	16085.00	12628.00	5
4778	93762.00	61505.00	5
4779	1892.00	799.00	5
4780	155994.00	125026.00	5
4782	1365575.00	1283607.00	4
4783	4206.00	2216.00	5
4784	12135.00	6659.00	5
4785	664.00	90.00	5
4786	2966.00	1812.00	5
4787	42557.00	32318.00	5
4788	418258.00	344415.00	1
4789	1220752.00	701843.00	4
4790	73051.00	51705.00	5
4791	184986.00	12858.00	5
4792	485.00	124.00	5
4793	326875.00	265377.00	1
4794	177445.00	163195.00	1
4795	109908.00	70472.00	5
4796	85840.00	68557.00	5
4797	122648.00	116113.00	5
4798	670147.00	590435.00	4
4799	480.00	92.00	5
4800	4655.00	1472.00	5
4801	67625.00	50713.00	5
4802	60700.00	44591.00	5
4803	116261.00	77277.00	5
4804	15208.00	10364.00	5
4805	59726.00	43645.00	5
4806	247676.00	198456.00	1
4807	3610.00	1897.00	5
4808	6453.00	3532.00	5
4809	43414.00	41042.00	5
4810	3172.00	2043.00	5
4811	1801417.00	1660351.00	2
4812	2017222.00	1082683.00	2
4813	62171.00	52571.00	5
4815	34944.00	28605.00	5
4816	48201.00	41881.00	5
4817	7964.00	5623.00	5
4818	5577.00	4025.00	5
4819	423888.00	368369.00	1
4820	133782.00	95648.00	5
4821	48115.00	7633.00	5
4822	124803.00	83626.00	5
4823	21569.00	16660.00	5
4824	1135344.00	956082.75	4
4825	349090.00	196817.00	1
4826	91746.00	60121.00	5
4829	1059083.25	887016.12	4
4830	3057668.00	2379278.00	3
4831	2140726.00	1658284.00	2
4832	10130.00	636.00	5
4833	4446.00	3401.00	5
4834	105369.00	78470.00	5
4835	275673.00	195558.00	1
4836	55267.00	43228.00	5
4837	184660.00	99828.00	5
4838	12811.00	11267.00	5
4839	11490.00	10635.00	5
4840	1123302.00	1000424.00	4
4841	18667.00	2797.00	5
4842	88678.00	13593.00	5
4843	1104892.00	743943.00	4
4844	641.00	75.00	5
4845	2505522.00	1914421.00	2
4846	296335.00	247854.00	1
4847	1293954.00	449842.00	4
4848	1702578.00	1446147.00	2
4849	769.00	169.00	5
4850	58166.00	33070.00	5
4851	213265.00	198205.00	1
4852	56737.00	18691.00	5
4853	170982.00	121707.00	5
4854	641426.00	513567.00	1
4855	613104.00	462854.00	1
4856	191237.00	123820.00	1
4857	27771.00	8984.00	5
4858	11285.00	8520.00	5
4859	177416.00	96261.00	5
4860	322769.00	54388.00	1
4861	3501.00	140.00	5
4862	2848653.00	2415045.00	3
4863	17556.00	10272.00	5
4864	17794.00	15968.00	5
4865	7159.00	4767.00	5
4867	5921.00	317.00	5
4868	34934.00	23842.00	5
4869	204640.00	156986.00	1
4871	122551.00	100748.00	5
4872	768311.00	570029.00	4
4874	301895.00	155432.00	1
4875	19157.00	15028.00	5
4876	47357.00	30475.00	5
4877	73045.00	54464.00	5
4878	43489.00	23466.00	5
4879	120836.00	92378.00	5
4880	47699.00	43991.00	5
4881	358718.31	330501.81	1
4882	112223.00	82841.00	5
4883	121375.00	86706.00	5
4884	284547.00	252054.00	1
4885	1130639.00	820379.00	4
4886	41079.00	34160.00	5
4887	6305.00	2964.00	5
4888	59619.00	54651.00	5
4889	161201.00	133869.00	5
4892	787.00	469.00	5
4893	176583.00	141600.00	1
4894	29003.00	28539.00	5
4895	2257294.00	1530891.00	2
4896	143373.00	114263.00	5
4897	4912.00	1697.00	5
4898	331039.00	236364.00	1
4900	1412006.00	1004524.00	4
4901	1179773.00	833957.00	4
4902	1025939.00	760377.00	4
4903	41100.00	38713.00	5
4904	45865.00	30256.00	5
4906	10128.00	549.00	5
4907	2258025.00	1899619.00	2
4908	126784.00	67475.00	5
4909	2982.00	1839.00	5
4910	142966.00	100245.00	5
4912	3444927.00	2610293.00	3
4913	6846.00	1049.00	5
4914	946222.00	920206.00	4
4916	2583.00	1470.00	5
4917	147742.00	126936.00	5
4918	15901.00	11228.00	5
4920	47618.00	16555.00	5
4921	3172.00	1085.00	5
4923	66566.00	57502.00	5
4924	16043.00	1786.00	5
4925	3881402.00	3245358.00	3
4926	3113.00	2008.00	5
4927	1268560.00	953490.00	4
4928	1111499.00	819398.00	4
4929	773.00	173.00	5
4930	4217.00	1302.00	5
4932	4825.00	3935.00	5
4933	33429.00	1821.00	5
4934	3642.00	1603.00	5
4935	716345.00	529037.00	4
4936	96057.00	85547.00	5
4937	7333.00	3857.00	5
4938	4081.00	2501.00	5
4939	3901.00	2444.00	5
4940	-30832.31	336.67	5
4941	288134.00	204306.00	1
4942	546569.00	388805.00	1
4943	187737.00	151292.00	1
4945	186054.00	124977.00	1
4946	292.38	50.60	5
4947	171167.47	60285.80	5
4948	14143.00	11060.00	5
4949	584307.00	507839.00	1
4950	378817.00	286352.00	1
4951	61895.00	46345.00	5
4952	57761.00	48031.00	5
4953	238098.94	41563.24	1
4954	68171.78	49149.29	5
4957	26730.00	19694.00	5
4958	873778.00	774515.00	4
4959	8317.00	5432.00	5
4960	15140.00	13600.00	5
4961	2490.88	1670.79	5
4962	14958.00	7488.00	5
4963	643622.00	465371.00	1
4964	402166.00	70394.00	1
4965	1304382.00	976492.00	4
4966	101783.00	6567.00	5
4968	88737.00	66304.00	5
4969	391723.00	271936.00	1
4970	34764.00	23740.00	5
4971	44386.00	35147.00	5
4972	2744.00	2029.00	5
4973	314666.00	224947.00	1
4974	105373.00	89917.00	5
4975	95964.00	84941.00	5
4976	200612.00	155601.00	1
4978	2017111.00	1860130.00	2
4979	18734.00	13805.00	5
4980	944.00	361.00	5
4981	395231.00	373612.00	1
4983	57999.52	43359.51	5
4984	301663.00	216478.00	1
4985	85236.00	66265.00	5
4986	1071930.00	614005.00	4
4987	5527.00	3960.00	5
4988	81731.00	13882.00	5
4989	145777.00	111619.00	5
4990	1853483.00	1576055.00	2
4991	1179258.00	742224.00	4
4992	59308.00	42061.00	5
4993	303036.00	216077.00	1
4994	3070.00	2308.00	5
4995	240998.00	184973.00	1
4996	161835.00	124236.00	5
4997	3118.00	473.00	5
4998	20439.00	13432.00	5
4999	580975.00	563808.00	1
5000	4478.00	238.00	5
5001	4123.47	2609.47	5
5002	21106.00	19484.00	5
5003	196005.00	125928.00	1
5004	144032.11	109883.50	5
5005	32078.00	4646.00	5
