id	vehicle_type	sex_of_driver	age_of_driver	engine_capacity_(cc)	age_of_vehicle
155598	9	2	27	1242	18
155599	9	2	43	998	2
155600	19	1	54	1248	2
155601	8	1	50	2460	8
155602	8	1	50	2460	8
155603	8	1	50	2460	8
155604	8	1	50	2460	8
155605	8	1	50	2460	8
155606	8	1	50	2460	8
155610	9	1	32	1364	9
155612	9	1	53	1598	6
155613	9	1	49	1587	12
155615	9	1	19	1149	12
155616	9	1	19	1149	12
155617	9	1	19	1149	12
155618	5	1	49	1157	9
155619	9	2	18	1598	12
155620	5	1	55	748	19
155621	9	2	60	1781	20
155622	9	2	49	1086	13
155623	9	2	49	1086	13
155624	9	2	49	1086	13
155625	9	2	49	1086	13
155626	9	1	63	2231	5
155628	9	2	25	1497	11
155629	9	1	47	1968	3
155630	9	2	21	1199	12
155631	9	1	25	1598	4
155632	9	2	42	1124	11
155634	9	1	27	1998	2
155635	19	1	64	2287	2
155642	9	1	45	2967	1
155643	9	1	58	1461	8
155644	21	1	32	12777	3
155645	9	1	65	1968	5
155646	9	2	74	1339	5
155656	11	1	61	3900	10
155657	11	1	61	3900	10
155658	11	1	61	3900	10
155659	9	1	17	1229	2
155660	9	1	17	1229	2
155661	9	1	17	1229	2
155662	9	2	53	1461	1
155663	9	2	31	2987	5
155664	9	1	31	1968	3
155665	3	1	42	125	5
155666	9	1	46	1240	10
155671	9	1	49	1968	5
155672	9	1	49	1968	5
155673	9	2	54	1248	4
155675	9	2	87	1396	2
155676	9	1	49	1686	10
155678	3	1	18	125	3
155679	9	2	85	1598	15
155681	9	1	54	2143	2
155682	9	1	39	1990	21
155683	9	1	49	1596	16
155684	9	1	49	1596	16
155685	9	1	28	1968	8
155688	9	2	20	1388	12
155691	9	1	71	1796	11
155692	9	1	27	1598	11
155694	9	2	42	1240	12
155695	3	1	35	125	3
155697	98	1	30	6692	5
155699	3	1	30	124	5
155705	9	1	44	1396	16
155706	9	2	59	1197	5
155707	9	2	55	1198	2
155708	9	1	88	2496	13
155710	9	1	51	4999	6
155711	9	1	79	1598	3
155712	9	2	18	1198	11
155714	2	1	16	124	3
155715	9	1	54	1299	13
155718	9	1	19	1596	13
155719	9	1	19	1596	13
155720	9	1	85	1598	10
155722	3	1	22	125	6
155725	5	1	33	636	2
155730	3	1	29	125	6
155731	9	2	49	1360	13
155732	90	1	53	2330	1
155734	9	2	59	1798	8
155737	19	1	47	2198	8
155738	19	1	63	2198	3
155739	9	1	77	989	15
155740	9	2	28	1461	9
155742	9	1	33	1598	10
155744	9	1	27	1686	2
155745	9	2	31	1360	16
155746	9	2	31	1360	16
155747	9	2	31	1360	16
155748	9	2	31	1360	16
155749	8	1	62	1997	8
155750	8	1	62	1997	8
155752	21	1	50	11967	6
155753	9	1	30	1598	5
155755	3	1	33	124	9
155756	9	1	26	1896	13
155757	9	3	25	1783	13
155760	9	1	30	1796	13
155762	9	1	30	973	14
155763	9	1	55	1968	2
155765	9	2	25	1896	10
155766	9	1	29	1599	11
155767	9	1	50	1461	1
155770	9	1	41	998	6
155772	9	1	71	1998	6
155773	21	1	45	12740	3
155774	3	1	72	89	29
155775	9	1	35	2993	2
155776	9	2	28	1596	12
155777	9	1	30	1896	13
155779	9	1	26	2351	12
155780	9	1	19	1242	4
155782	9	1	19	2993	10
155783	3	1	18	100	8
155785	9	1	43	1199	11
155786	9	1	40	2148	14
155787	9	1	19	1198	5
155788	9	1	19	1198	5
155789	8	1	59	1896	10
155790	9	1	94	1595	13
155791	9	1	94	1595	13
155793	9	2	18	1398	2
155794	9	2	37	1686	7
155796	19	1	46	2143	2
155797	19	1	46	2143	2
155799	19	1	33	1870	12
155800	9	1	52	1599	10
155801	9	1	54	1560	8
155802	11	1	38	4250	6
155803	9	1	19	1399	5
155804	11	2	24	6700	2
155805	5	1	45	645	4
155806	8	2	35	1598	2
155808	9	1	33	1796	12
155809	5	1	43	1078	6
155810	21	1	55	12580	10
155812	9	1	23	1598	9
155814	9	2	18	1242	16
155815	9	1	70	1910	11
155816	9	1	60	2495	16
155817	9	1	26	2993	8
155819	5	1	41	124	6
155824	9	2	36	1229	8
155825	9	1	30	1198	7
155827	9	1	17	1329	3
155829	19	2	42	1997	14
155831	9	2	51	1328	9
155833	3	1	55	125	1
155835	9	1	21	998	6
155836	9	2	41	1762	16
155841	9	2	39	1968	5
155845	9	2	20	1364	6
155847	9	1	22	1596	21
155848	9	1	22	1596	21
155849	9	1	52	1560	10
155850	9	2	38	2401	11
155852	9	2	41	1599	11
155853	9	2	28	1086	7
155857	9	1	50	1560	9
155859	9	2	23	1598	5
155860	9	2	29	1598	13
155861	9	1	27	3200	8
155862	5	1	25	645	11
155863	9	1	32	1587	22
155864	9	2	39	1598	3
155865	9	2	20	1360	12
155866	9	1	17	1198	8
155867	9	1	18	2996	6
155868	9	1	18	1796	8
155869	9	1	20	1598	14
155870	9	1	20	1598	14
155872	9	1	37	1896	12
155876	9	1	23	1590	10
155880	9	1	84	998	12
155882	9	1	25	1599	9
155883	9	1	77	1596	11
155884	9	1	55	1560	2
155885	9	2	54	2993	6
155887	9	1	28	1794	10
155888	9	2	91	1299	14
155894	3	1	22	125	1
155895	9	2	25	1596	14
155896	9	1	65	1364	7
155897	19	1	61	2198	3
155898	4	1	58	675	2
155901	9	1	59	1422	7
155902	9	2	30	1591	4
155904	9	1	30	1396	11
155905	9	1	54	1398	1
155907	9	1	25	1360	13
155913	9	1	30	3952	18
155915	9	2	49	2993	3
155918	9	1	35	998	12
155919	8	1	46	1686	6
155920	8	1	46	1686	6
155921	8	1	46	1686	6
155922	9	2	27	1686	10
155923	9	1	27	1995	12
155924	9	2	46	1339	11
155925	9	1	71	1989	15
155928	9	2	29	1598	7
155929	9	1	39	1598	1
155931	9	2	48	1598	12
155932	9	2	25	1242	7
155934	9	1	33	1995	7
155935	9	1	30	2967	14
155936	9	2	45	2000	9
155937	19	1	58	1753	9
155938	9	1	28	1590	14
155940	9	2	57	1368	1
155941	9	1	56	2400	3
155942	9	1	38	1994	11
155943	9	1	23	1390	11
155944	9	2	41	1397	5
155945	9	2	35	1598	13
155946	9	2	35	1598	13
155947	9	2	80	1242	17
155948	3	1	18	125	8
155950	9	1	25	1995	4
155951	9	1	18	973	14
155952	9	2	29	1360	13
155955	9	1	25	1968	5
155956	9	2	40	1388	12
155957	9	1	30	1229	2
155958	9	2	30	1560	1
155959	98	1	32	2402	5
155960	9	1	77	1399	2
155962	9	1	30	1995	4
155963	9	1	30	1984	7
155967	9	1	27	1995	14
155968	9	2	31	1700	12
155970	9	1	55	1560	8
155972	9	2	25	1598	12
155973	9	2	24	1248	6
155974	9	2	30	1598	3
155978	19	1	26	1995	7
155979	21	1	64	12809	1
155980	9	1	50	1560	9
155981	9	1	37	1998	8
155982	9	2	30	1796	10
155983	19	1	55	1753	7
155984	5	1	19	600	20
155986	9	1	43	1910	8
155988	9	2	27	1199	12
155989	9	1	22	1598	3
155991	9	1	35	2198	12
155996	5	1	53	998	6
155997	9	1	57	1995	7
155998	9	1	60	1598	12
156000	3	1	17	124	1
156002	5	1	25	599	17
156004	11	1	56	4250	12
156005	9	2	21	998	8
156007	8	1	55	1686	2
156008	9	2	34	1240	7
156009	9	2	61	1995	3
156010	3	1	17	125	2
156012	9	1	18	1242	9
156013	9	2	71	1198	6
156016	4	1	82	150	43
156018	20	1	47	6370	9
156019	9	2	21	1299	12
156020	8	1	63	1968	2
156022	9	1	33	1686	10
156023	9	2	44	1968	2
156024	9	2	49	1240	12
156025	9	1	83	998	6
156027	3	1	29	124	7
156028	9	1	18	973	15
156030	5	1	57	656	3
156031	9	1	34	1753	4
156032	3	1	19	124	10
156034	5	1	25	599	17
156035	9	1	85	1298	10
156036	9	2	25	1242	3
156037	9	1	58	998	1
156038	9	2	33	1896	10
156039	9	1	57	1246	8
156040	9	1	57	1246	8
156041	9	1	83	1329	5
156042	9	2	41	1799	7
156044	8	1	32	2204	10
156045	9	1	37	1398	2
156046	9	1	28	1398	7
156047	9	1	59	1794	15
156048	9	1	33	1991	10
156049	9	1	33	1991	10
156050	9	1	34	1595	24
156051	9	1	34	1595	24
156052	9	2	58	1598	15
156054	9	2	22	1968	1
156057	8	1	40	1910	10
156058	8	1	40	1910	10
156059	9	2	25	1686	11
156060	9	2	25	1686	11
156062	9	1	30	1997	8
156063	5	1	67	800	36
156070	9	2	55	1398	1
156072	3	1	21	125	3
156074	9	1	31	2993	2
156077	9	1	29	1995	11
156078	9	1	50	2495	17
156079	9	1	54	2926	13
156080	9	1	24	1896	8
156081	5	1	50	599	16
156082	11	2	27	9600	18
156084	9	1	68	2993	1
156086	5	2	54	1255	4
156087	9	1	77	1396	12
156089	9	2	30	1398	11
156090	9	2	31	1339	10
156091	9	2	31	1339	10
156092	9	1	18	1299	8
156094	3	2	44	125	45
156095	3	1	20	125	2
156096	5	1	40	999	4
156097	9	2	45	1560	4
156098	9	2	55	1596	8
156099	9	1	47	1995	1
156100	21	1	37	12900	4
156103	3	1	26	125	12
156104	3	1	23	124	2
156105	21	1	55	12900	8
156106	9	1	61	1794	9
156107	9	1	35	1968	2
156108	9	1	61	1490	8
156109	9	1	81	1598	13
156110	9	2	19	1242	3
156111	9	2	19	1242	3
156112	9	1	66	2179	3
156113	9	2	32	1995	13
156114	9	2	32	1995	13
156115	9	2	18	1360	12
156117	9	1	54	2000	9
156118	9	1	19	1242	9
156119	9	2	18	1328	4
156120	5	1	29	599	3
156121	9	2	51	1798	1
156122	9	2	42	1197	5
156123	9	1	36	1595	6
156124	19	1	41	2143	1
156127	9	1	21	1598	13
156128	9	2	22	1242	14
156129	9	1	28	1995	13
156130	9	1	28	1995	13
156131	9	1	28	1995	13
156132	9	1	28	1995	13
156133	9	1	28	1995	13
156134	9	1	25	1995	9
156135	9	1	25	1995	9
156136	9	1	25	1995	9
156137	9	2	54	2720	9
156138	19	1	40	2198	1
156139	9	2	73	1796	8
156142	3	1	18	125	1
156143	9	2	19	1299	11
156144	9	2	39	2000	11
156146	11	1	45	7300	6
156147	9	1	19	2982	11
156148	8	1	56	2499	4
156149	9	1	24	998	1
156150	5	1	50	1198	1
156151	9	1	62	1598	9
156154	9	1	36	1910	13
156155	2	1	77	49	8
156156	5	1	22	599	26
156157	9	2	47	1596	9
156158	9	1	60	1332	23
156160	9	2	25	998	16
156162	9	2	66	1798	3
156163	9	1	57	1762	16
156164	9	1	57	1762	16
156165	5	1	32	749	15
156166	9	1	42	2993	2
156167	9	1	49	1968	2
156169	9	1	23	1995	8
156170	20	1	50	2998	2
156171	9	1	41	1149	13
156172	9	2	53	1595	5
156175	9	2	23	1198	1
156177	9	2	26	1560	9
156178	9	2	26	1560	9
156179	9	2	19	1600	4
156180	5	1	28	599	5
156181	9	2	24	1124	12
156182	9	2	56	2698	8
156184	9	1	29	1595	15
156185	9	2	33	1598	9
156187	9	1	40	1461	8
156188	9	1	40	1399	11
156191	9	1	38	1339	12
156193	9	2	48	998	7
156194	9	2	68	1248	3
156196	9	1	25	1590	11
156198	9	1	42	1198	1
156200	9	1	61	1328	8
156201	9	1	61	1328	8
156202	19	1	28	2143	2
156205	9	1	62	2199	4
156206	9	2	61	1598	7
156209	9	2	25	1598	5
156210	9	1	44	4999	3
156211	19	1	50	1995	8
156212	9	2	44	1242	1
156213	9	1	26	2401	11
156214	9	2	55	2204	9
156220	9	1	60	1364	9
156221	9	2	48	1200	1
156222	3	1	45	999	6
156226	8	1	30	1968	3
156227	9	1	30	1461	1
156230	9	1	39	1796	14
156231	9	1	39	1796	14
156232	9	1	39	1796	14
156233	9	1	39	1796	14
156234	9	1	40	1796	12
156235	9	2	36	1398	2
156236	9	1	20	1596	14
156237	9	1	63	1968	1
156238	9	1	24	1461	11
156239	9	2	64	1388	12
156240	3	2	21	125	9
156241	9	1	41	2143	5
156243	9	1	20	1390	9
156244	9	1	20	1390	9
156247	9	1	26	1598	8
156249	5	1	68	805	13
156250	9	1	41	1799	6
156251	9	1	18	1199	11
156252	5	1	43	625	9
156253	9	1	55	1600	11
156254	9	1	31	1850	14
156256	9	1	35	1461	10
156257	9	1	59	1995	11
156258	2	1	50	49	1
156260	9	2	52	1753	14
156261	9	1	73	1596	7
156262	9	1	37	1796	16
156263	19	1	41	1995	1
156264	8	1	55	1796	4
156265	8	1	55	1796	4
156266	8	1	55	1796	4
156267	9	2	28	1995	2
156270	9	2	22	1598	8
156271	9	1	38	1798	8
156272	9	1	41	1998	16
156275	9	1	38	1461	9
156276	9	1	66	1796	10
156277	9	1	33	1400	10
156279	9	1	24	1995	8
156280	19	1	31	1995	4
156282	9	1	46	1199	12
156283	9	1	18	1398	13
156284	9	2	64	1973	14
156287	9	1	46	1461	1
156289	9	2	45	1794	11
156290	9	2	37	1360	7
156291	9	1	45	1997	10
156292	19	1	52	2300	11
156298	9	1	41	2198	12
156299	9	1	21	1587	14
156301	9	1	47	2979	15
156302	9	1	48	1560	1
156303	9	2	35	2198	15
156304	5	1	18	1050	6
156308	9	1	24	1242	17
156313	9	2	66	1595	5
156316	3	1	18	125	4
156317	3	1	18	125	4
156318	9	1	70	1796	12
156319	9	2	26	1360	14
156320	9	1	41	1686	5
156321	3	1	19	124	2
156323	9	1	20	1686	1
156325	20	1	50	5900	8
156326	9	1	40	2143	1
156327	9	1	33	2179	4
156328	9	1	32	1998	3
156329	3	2	31	125	1
156332	9	1	25	1995	7
156333	9	1	28	1392	18
156334	9	2	42	1599	11
156335	9	1	35	1398	12
156336	9	1	54	1968	3
156337	9	1	61	2184	12
156338	9	1	61	2184	12
156339	21	1	45	11705	7
156340	9	1	23	1199	13
156341	9	2	47	1596	8
156342	9	2	47	1596	8
156343	9	1	67	1995	9
156344	9	1	28	1997	11
156345	9	1	35	1984	1
156346	17	1	19	6750	6
156347	9	2	23	1242	13
156349	9	1	20	2497	9
156350	9	2	47	998	12
156351	9	1	19	1364	7
156355	9	2	32	1896	11
156356	9	2	47	1364	9
156357	8	1	38	1896	9
156359	9	2	57	2199	5
156360	5	1	28	998	6
156361	9	1	67	1461	5
156362	5	1	34	599	8
156363	9	1	26	998	14
156365	9	1	33	1998	11
156366	9	2	40	1598	5
156368	11	1	52	9200	13
156369	9	2	33	1781	12
156370	9	2	33	1781	12
156371	9	2	33	1781	12
156372	9	2	33	1781	12
156373	9	2	25	1248	8
156374	5	1	54	942	2
156376	9	1	41	1753	5
156377	8	1	51	1968	5
156378	9	1	28	1896	7
156379	9	2	48	1398	13
156381	9	1	43	2495	13
156382	9	1	44	1984	7
156383	19	1	20	1753	11
156384	9	1	71	1461	1
156386	9	1	39	1598	8
156387	9	1	28	1598	6
156388	9	2	54	1796	5
156390	9	2	32	1461	2
156391	9	1	52	1396	10
156392	21	1	58	12777	2
156395	9	1	20	1968	8
156396	9	1	54	1600	10
156398	19	1	43	1997	9
156399	9	1	31	2793	18
156401	9	1	40	1560	3
156403	9	1	84	1995	5
156405	9	1	21	1598	2
156408	9	2	27	1360	10
156409	9	1	24	1984	6
156410	9	1	52	1799	8
156411	9	1	30	998	14
156418	9	1	27	1896	10
156419	9	2	29	1984	11
156421	9	1	21	1997	6
156422	9	2	31	1399	5
156423	9	1	28	1997	12
156425	9	1	36	1595	15
156426	9	2	44	1598	10
156427	9	2	38	998	3
156429	9	2	45	1970	13
156430	9	1	30	1895	16
156433	9	1	43	2993	4
156434	2	1	23	49	5
156436	9	1	89	1988	19
156437	3	1	24	125	9
156438	9	1	33	2982	7
156441	9	2	46	2926	12
156443	9	1	26	1242	8
156445	9	1	60	1332	17
156446	9	1	27	1497	12
156447	9	2	36	1598	9
156448	9	2	36	1598	9
156452	9	2	37	698	10
156453	9	1	24	1493	16
156456	9	1	20	1198	10
156458	5	1	41	1085	18
156461	9	1	45	1242	3
156462	9	2	43	1388	12
156465	9	1	18	1490	9
156466	19	1	49	2500	16
156467	9	2	28	1796	13
156469	9	1	26	1997	13
156470	9	2	59	1461	1
156471	9	1	22	1900	10
156472	9	2	52	1986	9
156475	3	1	18	124	13
156478	5	1	25	988	13
156479	9	1	84	1388	3
156480	9	1	25	1968	5
156481	9	1	24	1686	12
156488	9	1	45	1598	7
156498	9	1	47	1753	6
156500	9	1	28	998	13
156501	9	1	48	1798	8
156502	9	3	40	1995	10
156504	19	2	53	1598	1
156506	9	2	70	1995	3
156509	19	2	34	1598	1
156510	9	2	39	1896	12
156511	9	2	39	1896	12
156512	9	2	39	1896	12
156513	9	1	31	1388	5
156514	9	1	33	1896	13
156515	9	1	49	2184	10
156516	9	1	54	1995	10
156517	19	1	26	2198	3
156518	9	1	44	1753	13
156521	2	1	26	49	6
156523	9	2	26	1149	7
156524	9	2	26	1149	7
156525	9	1	26	1697	15
156526	9	1	31	1798	9
156527	9	2	24	1242	7
156528	9	1	41	2179	7
156529	9	2	25	1242	5
156531	9	1	40	1598	1
156532	98	1	25	2400	11
156534	9	2	35	1598	4
156535	9	2	35	1598	4
156536	20	1	31	3920	5
156537	8	2	34	1968	6
156539	9	1	43	1490	12
156540	9	2	56	1242	14
156541	21	1	44	10837	2
156542	9	1	55	1968	2
156543	19	1	25	2151	10
156544	19	1	25	2151	10
156545	19	1	25	2151	10
156550	9	2	46	2143	2
156551	9	2	38	1242	10
156552	9	2	32	1995	9
156553	9	2	46	2457	15
156554	9	2	46	2457	15
156555	9	2	46	2457	15
156556	9	1	59	2688	11
156557	9	1	33	1997	12
156558	9	1	56	1870	11
156559	9	1	56	1870	11
156560	9	1	35	1598	4
156566	9	1	41	2148	11
156567	9	2	27	1596	9
156568	9	2	27	1596	9
156569	9	1	42	1598	1
156571	9	1	58	1331	21
156572	9	1	48	1598	6
156573	11	1	53	4250	14
156575	5	1	20	805	13
156576	9	1	79	1124	15
156577	19	1	28	1248	9
156578	9	2	40	1896	9
156579	9	2	79	1199	14
156580	9	2	79	1199	14
156587	8	1	46	1995	10
156589	9	1	21	1968	8
156590	9	1	53	1997	1
156591	8	1	59	1910	9
156592	9	2	81	1339	11
156593	9	2	34	1995	10
156595	9	1	46	2204	5
156596	21	1	63	7790	9
156597	9	1	36	1590	27
156598	19	1	27	1995	1
156599	9	2	36	2496	11
156600	9	1	31	1995	6
156601	9	1	31	1995	6
156602	9	1	31	1995	6
156603	9	1	21	1997	11
156604	9	2	52	998	13
156610	9	2	44	1896	8
156611	9	2	23	999	2
156612	90	1	57	2999	3
156613	9	2	43	1598	1
156614	11	1	40	6370	11
156620	9	1	27	1198	2
156623	9	1	36	1596	15
156628	9	1	59	4163	4
156631	9	2	48	1364	6
156632	9	1	19	1242	12
156633	9	1	26	1242	12
156634	9	1	26	1242	12
156636	9	1	23	1400	8
156638	9	1	28	1296	8
156639	9	1	64	1896	7
156640	9	2	24	1368	7
156643	9	1	49	1896	11
156644	9	1	35	1794	10
156645	9	2	19	1299	12
156647	3	1	17	124	2
156651	9	1	41	1995	4
156653	9	1	62	1968	3
156654	9	1	37	1975	10
156655	9	1	21	1781	26
156656	9	1	51	2993	2
156657	9	1	41	1197	4
156658	9	1	59	1796	9
156659	9	1	59	1796	9
156660	8	2	22	1149	10
156661	9	1	24	1596	14
156662	9	1	33	1398	6
156663	9	1	42	1248	2
156665	8	1	46	1560	8
156668	9	1	33	1910	10
156669	9	1	23	1686	6
156670	9	2	30	1124	11
156671	9	2	56	1796	16
156672	9	2	32	1398	2
156673	5	1	50	953	9
156675	9	2	73	1229	8
156676	9	1	91	1349	5
156680	9	2	30	1560	3
156681	9	1	51	1995	5
156682	9	2	27	1956	4
156683	21	1	63	12900	5
156684	9	1	48	1998	6
156687	19	1	45	2298	4
156688	9	1	19	1124	13
156689	9	2	26	1598	12
156690	9	2	49	1248	1
156692	9	1	45	1999	13
156693	9	1	64	1986	8
156694	9	1	64	1986	8
156695	9	1	64	1986	8
156696	9	1	64	1986	8
156698	3	1	29	124	11
156701	19	1	29	2143	1
156703	9	2	23	1388	7
156706	9	1	62	1796	16
156707	9	1	44	1598	8
156712	9	1	22	1590	10
156713	9	1	46	1248	2
156714	19	1	72	1248	11
156715	9	2	43	1956	4
156716	9	2	57	1390	12
156717	9	1	72	2400	1
156718	3	1	33	125	4
156719	9	1	43	2685	12
156720	9	2	22	1229	8
156721	9	1	26	1598	11
156722	9	1	26	1598	11
156724	9	2	38	1799	8
156728	9	2	29	1461	3
156729	9	1	26	1796	10
156730	9	2	59	1598	3
156733	9	1	46	1997	5
156735	9	2	73	1242	2
156736	9	2	60	1198	8
156737	9	2	30	1598	14
156738	9	1	25	1997	13
156743	19	1	47	2198	4
156744	9	1	33	1896	9
156745	9	2	30	2200	15
156746	9	2	30	2200	15
156747	9	2	30	2200	15
156748	9	2	30	2200	15
156749	9	2	30	2200	15
156752	5	1	44	1000	10
156755	9	1	61	998	9
156757	9	2	23	1242	2
156758	9	2	23	1242	2
156759	9	2	26	1242	12
156760	9	1	26	1895	16
156761	9	1	26	1895	16
156762	9	1	26	1895	16
156763	9	1	26	1895	16
156764	9	1	26	1895	16
156765	9	2	62	1339	13
156766	5	1	42	1137	18
156767	9	1	51	1998	4
156768	9	2	45	1086	6
156769	9	1	55	1390	11
156770	9	2	58	1840	16
156771	9	1	23	1242	14
156772	9	1	33	1400	8
156774	9	1	24	1198	3
156775	9	1	20	1248	7
156777	9	1	84	1968	6
156778	11	1	55	5900	10
156779	9	2	26	1896	7
156780	9	2	26	1896	7
156781	9	2	57	1242	3
156782	9	1	19	1596	17
156783	9	1	19	1596	17
156784	9	1	41	1560	9
156786	9	1	41	1248	11
156788	3	1	22	124	2
156792	9	1	32	1364	8
156793	9	1	26	1242	4
156794	3	1	39	125	5
156797	5	1	21	599	17
156799	9	1	56	2993	1
156800	9	2	35	1289	15
156801	9	1	40	1299	14
156803	9	1	56	1461	1
156804	9	1	19	1598	10
156805	19	1	24	2148	10
156806	19	1	24	2148	10
156807	9	2	26	1240	8
156809	9	1	22	1229	2
156810	9	1	57	1560	9
156812	19	1	35	2143	1
156813	9	2	88	998	15
156814	9	2	26	1686	11
156815	9	2	24	1242	1
156817	9	1	23	1198	3
156818	11	1	60	7300	7
156819	9	2	34	1870	10
156820	9	1	22	1149	12
156822	9	2	33	1796	14
156826	9	2	36	1596	13
156827	9	2	36	1596	13
156828	9	2	36	1596	13
156829	9	1	35	1968	8
156830	9	2	19	1229	10
156834	9	1	58	1498	5
156835	9	1	33	2979	12
156836	19	1	72	2800	9
156837	9	2	20	1229	11
156838	9	2	29	2148	9
156839	9	1	40	1598	10
156841	9	2	34	1598	2
156844	9	1	39	1995	1
156845	9	2	40	1461	1
156846	9	1	35	1753	13
156851	9	2	29	1396	12
156852	9	1	19	1396	14
156853	9	2	25	1240	9
156856	9	1	30	1968	9
156857	9	1	58	1598	9
156860	9	2	34	1598	8
156861	9	2	27	1997	12
156862	8	1	43	1896	11
156863	9	1	30	1149	7
156866	9	2	23	1296	9
156867	21	1	61	7790	2
156868	9	2	25	1598	10
156869	9	2	21	899	17
156870	9	2	29	973	12
156871	9	2	66	1398	12
156873	9	1	22	1995	10
156874	9	1	31	2402	8
156875	9	1	50	3800	4
156877	9	2	49	1994	12
156878	9	2	50	1598	2
156879	9	1	52	1242	4
156880	3	1	23	124	5
156882	9	1	33	1896	16
156885	9	1	45	1995	12
156886	9	2	35	1796	1
156888	21	1	53	10518	5
156889	9	1	25	1598	10
156890	9	1	29	1796	14
156892	9	2	38	1596	8
156893	9	1	22	1598	12
156895	9	1	30	1598	7
156898	5	1	50	749	11
156899	9	2	37	1390	16
156900	8	1	40	1956	3
156901	9	2	70	1388	13
156902	9	2	43	1599	11
156907	9	1	82	1587	12
156908	9	1	54	2720	9
156909	9	1	54	2720	9
156910	9	1	87	1840	13
156913	9	1	23	2179	12
156914	9	1	57	1896	10
156915	9	1	45	998	12
156916	9	2	49	1560	1
156918	9	2	33	1248	2
156919	5	2	42	498	16
156923	9	1	23	2000	4
156924	3	1	21	124	1
156925	9	1	40	1598	5
156934	9	2	23	1968	10
156935	9	1	30	1560	9
156936	9	1	27	1781	16
156938	9	2	47	1595	14
156941	9	2	21	1349	1
156942	4	1	24	243	20
156945	3	1	27	125	5
156946	9	1	20	1390	14
156947	9	1	33	2000	11
156948	9	2	57	1794	7
156950	9	1	21	1364	6
156951	9	1	22	1896	15
156952	9	1	81	1399	8
156953	9	1	45	1388	8
156954	9	1	28	1968	5
156957	9	2	30	1229	6
156958	9	2	30	998	2
156959	20	1	46	3920	9
156960	9	2	29	1598	10
156961	9	2	57	1560	7
156962	9	2	45	1242	5
156965	9	2	33	1598	10
156966	9	2	36	1229	10
156968	9	1	60	1995	12
156969	9	2	40	1242	13
156970	9	2	40	1242	13
156971	9	2	40	1242	13
156974	5	1	55	1198	4
156975	9	1	50	2000	8
156977	2	2	16	49	7
156978	9	1	23	1368	3
156980	19	1	31	1998	13
156982	19	1	30	2143	3
156983	3	1	44	124	10
156984	9	1	74	1796	12
156987	9	1	34	1870	11
156988	2	1	20	49	3
156989	9	1	32	1582	5
156990	9	1	71	2179	2
156991	9	2	41	1461	2
156994	9	1	30	1753	14
156995	8	1	59	1968	8
156997	9	1	35	1461	5
156998	9	2	20	1242	1
156999	9	2	27	1360	14
157000	9	1	43	1956	4
157001	9	1	43	1798	14
157002	9	1	19	1242	14
157003	9	1	24	1796	14
157004	9	1	65	1597	15
157005	9	2	76	1560	4
157006	9	2	76	1560	4
157007	3	1	20	124	1
157008	9	1	66	1171	15
157011	9	1	34	1686	2
157013	9	1	61	1398	2
157014	9	2	54	1388	12
157015	9	1	44	1198	1
157016	9	1	19	1299	13
157019	9	2	34	1242	8
157021	9	1	80	1596	9
157022	8	1	34	1997	5
157023	9	2	55	1399	6
157024	9	1	63	1995	13
157026	9	2	91	1332	18
157027	9	2	60	1995	11
157028	9	1	31	1968	1
157029	9	1	59	2143	1
157030	9	1	23	1896	14
157031	9	1	23	1896	14
157032	9	1	23	1896	14
157033	9	1	23	1896	14
157034	9	2	75	998	14
157035	9	2	75	998	14
157036	9	1	48	1995	3
157037	9	1	48	1995	3
157040	9	1	48	1596	14
157041	9	2	36	1240	6
157042	9	1	19	1149	8
157044	9	2	41	1997	6
157047	9	2	50	1086	4
157048	3	1	17	124	1
157049	9	1	18	1397	7
157050	9	1	18	1397	7
157052	9	2	30	1968	8
157053	9	1	38	1598	11
157054	3	2	41	124	1
157055	9	1	30	1229	5
157059	9	1	37	1598	11
157060	9	2	82	1799	8
157061	9	2	82	1799	8
157062	9	1	81	1560	3
157063	9	2	64	1997	15
157064	9	1	34	1390	5
157067	9	2	38	1396	11
157068	9	2	30	1796	5
157069	9	2	30	1796	5
157070	9	1	51	2143	1
157072	9	1	20	1390	2
157073	9	2	39	1968	2
157074	19	1	28	1686	12
157076	9	1	45	3996	16
157077	9	1	45	3996	16
157078	9	2	79	1242	14
157083	9	1	24	2179	1
157084	9	2	44	1951	14
157085	9	2	38	1598	1
157086	9	2	38	1598	1
157088	9	1	20	847	15
157090	9	1	29	1870	10
157091	8	1	42	1995	10
157092	9	1	21	1598	4
157093	9	1	21	1598	4
157096	9	1	78	1198	10
157097	9	1	25	1995	5
157098	9	1	42	1796	4
157100	9	2	22	1968	7
157101	9	1	76	2720	10
157102	9	1	25	1598	8
157103	9	2	40	1329	4
157108	9	1	29	1388	8
157111	9	2	29	1798	11
157113	5	1	27	599	1
157114	9	2	24	2000	16
157115	3	1	18	124	5
157116	9	1	25	1390	13
157118	9	1	27	1198	5
157119	9	1	45	1598	12
157121	9	2	34	1997	9
157122	9	1	31	1461	4
157123	9	1	38	1997	7
157126	9	2	57	2204	9
157127	9	1	27	1896	12
157128	9	1	28	1870	12
157129	9	1	49	1199	12
157130	9	1	50	2993	1
157131	9	1	50	2993	1
157132	9	1	34	1796	20
157133	9	1	55	1994	13
